16,6,1,255362614,35.2428
16,6,2,1091703056,65.729
16,6,3,857632933,81.5303
16,6,4,750750750,88.1287
16,6,5,706214689,93.7547
16,6,6,631313131,104.912
16,6,7,600240096,101.361
16,6,8,600240096,108.529
16,6,9,461254612,111.772
16,6,10,428449014,110.461
16,6,11,399999999,114.047
16,6,12,375093773,115.206
16,6,13,375093773,116.281
16,6,14,428449014,117.049
16,6,15,299940011,117.626
16,6,16,285714285,118.397
16,6,17,266666666,118.67
16,6,18,255362614,119.263
16,6,19,307692307,119.422
16,6,20,235294117,119.358
16,6,21,222222222,119.475
16,6,22,210526315,118.23
16,6,23,206868018,119.473
16,6,24,218150087,118.956
16,6,25,190476190,120.274
16,6,26,181818181,120.709
16,6,27,199999999,120.925
16,6,28,169033130,120.663
16,6,29,230840258,121.192
16,6,30,162179695,120.774
16,6,31,155860349,121.483
16,6,32,150015001,121.841
16,6,33,144592249,121.716
16,6,34,141163184,121.77
16,6,35,150015001,120.616
16,6,36,134807225,120.644
16,6,37,129032258,120.799
16,6,38,126326427,120.296
16,6,39,114285714,112.504
16,6,40,118793062,119.623
16,6,41,117647058,119.963
16,6,42,142857142,119.794
16,6,43,110083663,120.102
16,6,44,109098843,119.588
16,6,45,106202209,118.97
16,6,46,104340567,118.943
16,6,47,101688021,118.576
16,6,48,99166997,118.718
16,6,49,97560975,118.315
16,6,50,95238095,118.4
16,6,51,115393491,118.007
16,6,52,90909090,117.653
16,6,53,109098843,116.576
16,6,54,109098843,117.615
16,6,55,86340873,110.418
16,6,56,105263157,117.129
16,6,57,82754054,116.818
16,6,58,100847115,116.801
16,6,59,99999999,113.218
16,6,60,78419071,117.17
16,6,61,86325966,116.394
16,6,62,75953212,116.38
16,6,63,74537865,110.109
16,6,64,73174301,115.882
16,6,65,89541547,115.973
16,6,66,88245675,115.932
16,6,67,78431372,115.355
16,6,68,68965517,114.92
16,6,69,67796610,115.568
16,6,70,80000000,109.415
16,6,71,73174301,115.048
16,6,72,64859255,115.104
16,6,73,63832503,113.427
16,6,74,62829856,107.951
16,6,75,62500000,112.838
16,6,76,67421790,114.612
16,6,77,67796610,113.777
16,6,78,60306356,113.736
16,6,79,73174301,112.386
16,6,80,58247903,109.051
16,6,81,57696745,107.508
16,6,82,15325670,109.307
16,6,83,56078959,109.152
16,6,84,56869881,110.772
16,6,85,63492063,111.016
16,6,86,54054054,110.227
16,6,87,66304203,108.237
16,6,88,52865299,106.832
16,6,89,52175727,107.198
16,6,90,54300608,106.613
16,6,91,68965517,108.013
16,6,92,18018018,111.089
16,6,93,61858220,109.143
16,6,94,49183553,109.974
16,6,95,48388657,108.417
16,6,96,48188126,107.835
16,6,97,58254689,108.94
16,6,98,48192771,108.482
16,6,99,46694060,107.81
16,6,100,57142857,107.774
16,6,101,56072670,107.84
16,6,102,56072670,107.617
16,6,103,44943820,107.536
16,6,104,11650394,106.96
16,6,105,43794341,107.103
16,6,106,14723637,106.217
16,6,107,43010752,107.22
16,6,108,48192771,107.259
16,6,109,14687738,107.074
16,6,110,41956868,107.764
16,6,111,41521341,108.289
16,6,112,41237113,107.914
16,6,113,40680172,107.5
16,6,114,24539877,108.693
16,6,115,40956749,108.557
16,6,116,49382716,108.04
16,6,117,39342198,107.816
16,6,118,17045067,108.793
16,6,119,50632911,108.115
16,6,120,26257746,107.34
16,6,121,48192771,107.368
16,6,122,24390243,107.83
16,6,123,25209236,108.134
16,6,124,36922168,107.895
16,6,125,45454545,106.968
16,6,126,36472390,108.009
16,6,127,36036036,108.011
16,6,128,43478260,104.133
