M,N,K,BR_STRIDE,LDA,LDB,LDC,TRANS_A,TRANS_B,TIME_S,GFLOPS
35,2,128,16,35,128,35,0,0,1.05462,40.8315
36,2,1,16,36,1,36,0,0,0.976305,47.1984
36,2,16,16,36,16,36,0,0,0.916875,53.0214
36,2,32,16,36,32,36,0,0,0.958653,51.9929
36,2,64,16,36,64,36,0,0,0.940806,47.8561
36,2,128,16,36,128,36,0,0,0.828144,43.3178
37,2,1,16,37,1,37,0,0,1.05251,44.9973
37,2,16,16,37,16,37,0,0,0.953863,50.7028
37,2,32,16,37,32,37,0,0,1.0647,51.4501
37,2,64,16,37,64,37,0,0,0.986755,48.8211
37,2,128,16,37,128,37,0,0,0.772885,41.8687
38,2,1,16,38,1,38,0,0,0.703414,46.099
38,2,16,16,38,16,38,0,0,0.943083,53.8226
38,2,32,16,38,32,38,0,0,1.06655,53.0677
38,2,64,16,38,64,38,0,0,1.08928,50.3579
38,2,128,16,38,128,38,0,0,1.02388,42.4726
39,2,1,16,39,1,39,0,0,0.712414,44.2371
39,2,16,16,39,16,39,0,0,0.958998,50.7352
39,2,32,16,39,32,39,0,0,0.971688,50.0695
39,2,64,16,39,64,39,0,0,0.811086,45.8909
39,2,128,16,39,128,39,0,0,0.99884,40.4452
40,2,1,16,40,1,40,0,0,0.698805,51.7429
40,2,16,16,40,16,40,0,0,0.945064,58.4347
40,2,32,16,40,32,40,0,0,1.05704,57.2291
40,2,64,16,40,64,40,0,0,0.965806,52.6017
40,2,128,16,40,128,40,0,0,0.983456,45.7473
41,2,1,16,41,1,41,0,0,0.709248,49.3293
41,2,16,16,41,16,41,0,0,0.957064,56.2981
41,2,32,16,41,32,41,0,0,1.07664,57.0652
41,2,64,16,41,64,41,0,0,0.966763,51.9822
41,2,128,16,41,128,41,0,0,1.00784,41.8748
42,2,1,16,42,1,42,0,0,0.707839,50.633
42,2,16,16,42,16,42,0,0,0.954383,58.4559
42,2,32,16,42,32,42,0,0,0.973862,58.3964
42,2,64,16,42,64,42,0,0,1.00127,51.9323
42,2,128,16,42,128,42,0,0,1.00672,42.7651
43,2,1,16,43,1,43,0,0,0.722521,48.092
43,2,16,16,43,16,43,0,0,0.96179,55.4925
43,2,32,16,43,32,43,0,0,0.972572,54.8772
43,2,64,16,43,64,43,0,0,1.05158,47.2903
43,2,128,16,43,128,43,0,0,0.898524,41.5768
44,2,1,16,44,1,44,0,0,0.721024,55.1632
44,2,16,16,44,16,44,0,0,0.91578,63.821
44,2,32,16,44,32,44,0,0,1.07331,62.38
44,2,64,16,44,64,44,0,0,0.962616,52.1875
44,2,128,16,44,128,44,0,0,0.84421,45.3411
45,2,1,16,45,1,45,0,0,0.689359,52.8166
45,2,16,16,45,16,45,0,0,0.973215,62.44
45,2,32,16,45,32,45,0,0,1.07661,61.8821
45,2,64,16,45,64,45,0,0,1.07688,46.1038
45,2,128,16,45,128,45,0,0,0.96765,41.6348
46,2,1,16,46,1,46,0,0,1.09167,53.9357
46,2,16,16,46,16,46,0,0,0.959346,62.0186
46,2,32,16,46,32,46,0,0,1.08049,63.6053
46,2,64,16,46,64,46,0,0,0.988351,49.0901
46,2,128,16,46,128,46,0,0,0.987879,43.2849
47,2,1,16,47,1,47,0,0,1.01787,50.6895
47,2,16,16,47,16,47,0,0,1.07918,60.8165
47,2,32,16,47,32,47,0,0,0.976325,59.6034
47,2,64,16,47,64,47,0,0,0.880654,51.1348
47,2,128,16,47,128,47,0,0,1.0068,42.1009
48,2,1,16,48,1,48,0,0,0.717439,57.0919
48,2,16,16,48,16,48,0,0,0.967837,67.7139
48,2,32,16,48,32,48,0,0,0.862672,67.5276
48,2,64,16,48,64,48,0,0,0.720055,52.3828
48,2,128,16,48,128,48,0,0,0.959099,45.0323
49,2,1,16,49,1,49,0,0,0.747814,45.7313
49,2,16,16,49,16,49,0,0,0.925562,52.6784
49,2,32,16,49,32,49,0,0,1.0272,51.644
49,2,64,16,49,64,49,0,0,1.00301,43.421
49,2,128,16,49,128,49,0,0,0.998123,35.5367
50,2,1,16,50,1,50,0,0,1.03092,46.5371
50,2,16,16,50,16,50,0,0,0.419791,54.5096
50,2,32,16,50,32,50,0,0,1.07112,53.1117
50,2,64,16,50,64,50,0,0,0.995702,41.1368
50,2,128,16,50,128,50,0,0,0.999853,36.0534
51,2,1,16,51,1,51,0,0,0.953399,45.6472
51,2,16,16,51,16,51,0,0,0.963063,54.4557
51,2,32,16,51,32,51,0,0,1.07286,53.3451
51,2,64,16,51,64,51,0,0,0.954652,39.7244
51,2,128,16,51,128,51,0,0,0.890776,35.3749
52,2,1,16,52,1,52,0,0,0.756632,43.9844
52,2,16,16,52,16,52,0,0,0.971144,53.7076
52,2,32,16,52,32,52,0,0,0.7015,54.3796
52,2,64,16,52,64,52,0,0,1.00721,41.4299
52,2,128,16,52,128,52,0,0,0.977223,37.7544
53,2,1,16,53,1,53,0,0,1.03394,46.3371
53,2,16,16,53,16,53,0,0,0.974083,53.7021
53,2,32,16,53,32,53,0,0,0.979555,54.4947
53,2,64,16,53,64,53,0,0,1.04306,44.1646
53,2,128,16,53,128,53,0,0,0.976394,36.2377
54,2,1,16,54,1,54,0,0,0.726997,47.538
54,2,16,16,54,16,54,0,0,0.971143,55.7788
54,2,32,16,54,32,54,0,0,0.981255,55.3151
54,2,64,16,54,64,54,0,0,1.04689,42.6458
54,2,128,16,54,128,54,0,0,1.0325,37.9572
55,2,1,16,55,1,55,0,0,1.01077,46.4331
55,2,16,16,55,16,55,0,0,0.964472,53.9044
55,2,32,16,55,32,55,0,0,0.975626,53.6995
55,2,64,16,55,64,55,0,0,0.994655,41.845
55,2,128,16,55,128,55,0,0,1.00305,36.0187
56,2,1,16,56,1,56,0,0,0.756217,51.6835
56,2,16,16,56,16,56,0,0,0.95524,59.2898
56,2,32,16,56,32,56,0,0,0.969305,59.5319
56,2,64,16,56,64,56,0,0,0.912521,45.1884
56,2,128,16,56,128,56,0,0,1.01046,43.6013
57,2,1,16,57,1,57,0,0,0.735843,49.5758
57,2,16,16,57,16,57,0,0,0.964635,60.0098
57,2,32,16,57,32,57,0,0,0.998213,59.0869
57,2,64,16,57,64,57,0,0,1.02279,42.3048
57,2,128,16,57,128,57,0,0,0.899249,37.8785
58,2,1,16,58,1,58,0,0,0.734908,50.5097
58,2,16,16,58,16,58,0,0,0.955275,58.7421
58,2,32,16,58,32,58,0,0,0.984872,60.0519
58,2,64,16,58,64,58,0,0,1.02388,43.5731
58,2,128,16,58,128,58,0,0,0.98237,38.5895
59,2,1,16,59,1,59,0,0,0.750978,48.3008
59,2,16,16,59,16,59,0,0,0.958969,58.6055
59,2,32,16,59,32,59,0,0,0.975025,57.3072
59,2,64,16,59,64,59,0,0,1.00496,40.902
59,2,128,16,59,128,59,0,0,1.02317,37.8279
60,2,1,16,60,1,60,0,0,1.00213,54.1222
60,2,16,16,60,16,60,0,0,0.957367,62.3552
60,2,32,16,60,32,60,0,0,1.07522,62.907
60,2,64,16,60,64,60,0,0,0.956536,46.5724
60,2,128,16,60,128,60,0,0,1.0477,43.3383
61,2,1,16,61,1,61,0,0,0.721239,51.9473
61,2,16,16,61,16,61,0,0,0.950395,62.5945
61,2,32,16,61,32,61,0,0,1.04058,62.9126
61,2,64,16,61,64,61,0,0,0.981493,40.3805
61,2,128,16,61,128,61,0,0,1.00755,36.909
62,2,1,16,62,1,62,0,0,0.749872,52.9157
62,2,16,16,62,16,62,0,0,0.965139,63.6613
62,2,32,16,62,32,62,0,0,0.98917,63.6547
62,2,64,16,62,64,62,0,0,1.03511,44.438
62,2,128,16,62,128,62,0,0,1.07527,37.8382
63,2,1,16,63,1,63,0,0,0.744891,49.9803
63,2,16,16,63,16,63,0,0,0.973596,61.8747
63,2,32,16,63,32,63,0,0,1.08524,60.4513
63,2,64,16,63,64,63,0,0,0.8376,36.0848
63,2,128,16,63,128,63,0,0,1.01649,34.935
64,2,1,16,64,1,64,0,0,0.729229,56.1689
64,2,16,16,64,16,64,0,0,1.03936,68.4701
64,2,32,16,64,32,64,0,0,0.983218,66.2372
64,2,64,16,64,64,64,0,0,0.972408,63.743
64,2,128,16,64,128,64,0,0,1.0055,61.7055
1,3,1,16,1,1,1,0,0,0.665201,4.95936
1,3,16,16,1,16,1,0,0,0.813196,6.38338
1,3,32,16,1,32,1,0,0,0.740232,6.50988
1,3,64,16,1,64,1,0,0,0.736401,6.4179
1,3,128,16,1,128,1,0,0,0.822087,6.49854
2,3,1,16,2,1,2,0,0,0.863151,10.6943
2,3,16,16,2,16,2,0,0,0.743703,12.8722
2,3,32,16,2,32,2,0,0,0.725068,13.0364
2,3,64,16,2,64,2,0,0,0.730241,12.9441
2,3,128,16,2,128,2,0,0,0.991122,12.9646
3,3,1,16,3,1,3,0,0,0.937181,14.7036
3,3,16,16,3,16,3,0,0,0.756214,18.7493
3,3,32,16,3,32,3,0,0,0.754901,18.6642
3,3,64,16,3,64,3,0,0,0.749825,18.8481
3,3,128,16,3,128,3,0,0,0.963679,18.6985
4,3,1,16,4,1,4,0,0,0.860563,21.4529
4,3,16,16,4,16,4,0,0,0.79782,25.67
4,3,32,16,4,32,4,0,0,0.286327,26.0096
4,3,64,16,4,64,4,0,0,0.924607,25.7234
4,3,128,16,4,128,4,0,0,1.03331,25.8871
5,3,1,16,5,1,5,0,0,0.78687,24.4005
5,3,16,16,5,16,5,0,0,0.755049,30.5085
5,3,32,16,5,32,5,0,0,0.761017,30.6601
5,3,64,16,5,64,5,0,0,0.769747,30.7989
5,3,128,16,5,128,5,0,0,1.0601,30.7057
6,3,1,16,6,1,6,0,0,0.729511,31.5828
6,3,16,16,6,16,6,0,0,0.759336,36.8679
6,3,32,16,6,32,6,0,0,0.77319,36.9138
6,3,64,16,6,64,6,0,0,0.816429,36.9861
6,3,128,16,6,128,6,0,0,1.08024,36.8908
7,3,1,16,7,1,7,0,0,0.546144,32.8119
7,3,16,16,7,16,7,0,0,0.771567,34.8382
7,3,32,16,7,32,7,0,0,0.762623,34.7045
7,3,64,16,7,64,7,0,0,0.976886,34.7561
7,3,128,16,7,128,7,0,0,1.0827,34.6034
8,3,1,16,8,1,8,0,0,0.722884,42.4964
8,3,16,16,8,16,8,0,0,0.758347,49.8574
8,3,32,16,8,32,8,0,0,0.746299,50.6623
8,3,64,16,8,64,8,0,0,0.804136,50.0646
8,3,128,16,8,128,8,0,0,1.06463,50.2508
9,3,1,16,9,1,9,0,0,0.594564,43.5079
9,3,16,16,9,16,9,0,0,0.763987,52.9545
9,3,32,16,9,32,9,0,0,0.96672,53.628
9,3,64,16,9,64,9,0,0,0.988658,53.4809
9,3,128,16,9,128,9,0,0,0.986397,54.0323
10,3,1,16,10,1,10,0,0,0.638105,51.5224
10,3,16,16,10,16,10,0,0,0.900974,59.2981
10,3,32,16,10,32,10,0,0,0.975172,59.5391
10,3,64,16,10,64,10,0,0,1.08446,59.3743
10,3,128,16,10,128,10,0,0,1.07654,59.9459
11,3,1,16,11,1,11,0,0,0.706953,51.1553
11,3,16,16,11,16,11,0,0,0.779011,53.6724
11,3,32,16,11,32,11,0,0,0.969592,53.9584
11,3,64,16,11,64,11,0,0,0.985424,53.9688
11,3,128,16,11,128,11,0,0,0.986936,53.7972
12,3,1,16,12,1,12,0,0,0.741298,62.1613
12,3,16,16,12,16,12,0,0,0.952255,71.4777
12,3,32,16,12,32,12,0,0,0.962054,71.8373
12,3,64,16,12,64,12,0,0,0.960473,71.68
12,3,128,16,12,128,12,0,0,1.08271,72.1547
13,3,1,16,13,1,13,0,0,0.689148,62.2313
13,3,16,16,13,16,13,0,0,0.781798,73.8609
13,3,32,16,13,32,13,0,0,0.975418,73.3341
13,3,64,16,13,64,13,0,0,0.993201,73.3882
13,3,128,16,13,128,13,0,0,1.09252,73.2619
14,3,1,16,14,1,14,0,0,0.661159,69.6163
14,3,16,16,14,16,14,0,0,0.975657,77.7993
14,3,32,16,14,32,14,0,0,0.987956,79.1496
14,3,64,16,14,64,14,0,0,0.987957,79.4457
14,3,128,16,14,128,14,0,0,0.988334,78.822
15,3,1,16,15,1,15,0,0,0.58368,65.7894
15,3,16,16,15,16,15,0,0,0.794632,70.9954
15,3,32,16,15,32,15,0,0,0.78054,72.286
15,3,64,16,15,64,15,0,0,0.988395,71.9571
15,3,128,16,15,128,15,0,0,0.989494,71.5321
16,3,1,16,16,1,16,0,0,0.671696,78.3133
16,3,16,16,16,16,16,0,0,0.780899,93.2487
16,3,32,16,16,32,16,0,0,0.988628,94.6998
16,3,64,16,16,64,16,0,0,1.09816,94.2284
16,3,128,16,16,128,16,0,0,1.00147,90.2614
17,3,1,16,17,1,17,0,0,0.557104,50.2476
17,3,16,16,17,16,17,0,0,0.827298,53.3519
17,3,32,16,17,32,17,0,0,0.959075,52.9075
17,3,64,16,17,64,17,0,0,1.06907,52.3384
17,3,128,16,17,128,17,0,0,0.981854,50.6563
18,3,1,16,18,1,18,0,0,0.710008,53.1392
18,3,16,16,18,16,18,0,0,0.900517,55.8224
18,3,32,16,18,32,18,0,0,1.00715,56.0753
18,3,64,16,18,64,18,0,0,1.06825,55.8337
18,3,128,16,18,128,18,0,0,0.986041,53.0395
19,3,1,16,19,1,19,0,0,0.654867,51.4842
19,3,16,16,19,16,19,0,0,0.874553,58.8851
19,3,32,16,19,32,19,0,0,0.974048,57.2988
19,3,64,16,19,64,19,0,0,1.08688,57.1543
19,3,128,16,19,128,19,0,0,0.990205,54.7273
20,3,1,16,20,1,20,0,0,0.636957,60.2866
20,3,16,16,20,16,20,0,0,0.937724,63.9223
20,3,32,16,20,32,20,0,0,1.06765,62.49
20,3,64,16,20,64,20,0,0,1.07469,61.8051
20,3,128,16,20,128,20,0,0,1.06306,58.5877
21,3,1,16,21,1,21,0,0,0.709905,56.7963
21,3,16,16,21,16,21,0,0,0.927878,63.2058
21,3,32,16,21,32,21,0,0,1.08441,62.8931
21,3,64,16,21,64,21,0,0,1.08764,63.2679
21,3,128,16,21,128,21,0,0,0.989967,59.0723
22,3,1,16,22,1,22,0,0,0.651443,59.9267
22,3,16,16,22,16,22,0,0,0.953148,65.4478
22,3,32,16,22,32,22,0,0,1.0852,66.4295
22,3,64,16,22,64,22,0,0,0.986081,66.1946
22,3,128,16,22,128,22,0,0,0.967306,61.5347
23,3,1,16,23,1,23,0,0,0.718568,56.7981
23,3,16,16,23,16,23,0,0,0.904369,62.4919
23,3,32,16,23,32,23,0,0,0.982828,62.0655
23,3,64,16,23,64,23,0,0,0.982249,61.8777
23,3,128,16,23,128,23,0,0,0.993029,57.5452
24,3,1,16,24,1,24,0,0,0.732271,68.6981
24,3,16,16,24,16,24,0,0,0.966528,75.6458
24,3,32,16,24,32,24,0,0,0.889932,74.1889
24,3,64,16,24,64,24,0,0,0.977812,73.4115
24,3,128,16,24,128,24,0,0,1.05012,67.1983
25,3,1,16,25,1,25,0,0,0.6887,64.2957
25,3,16,16,25,16,25,0,0,0.949835,74.6319
25,3,32,16,25,32,25,0,0,0.996024,74.3196
25,3,64,16,25,64,25,0,0,0.990511,74.5822
25,3,128,16,25,128,25,0,0,1.00118,65.4003
26,3,1,16,26,1,26,0,0,0.683896,67.3372
26,3,16,16,26,16,26,0,0,0.912696,76.6575
26,3,32,16,26,32,26,0,0,0.992325,77.8883
26,3,64,16,26,64,26,0,0,0.985229,77.3601
26,3,128,16,26,128,26,0,0,0.993634,68.0497
27,3,1,16,27,1,27,0,0,0.695453,63.9291
27,3,16,16,27,16,27,0,0,0.973726,73.5342
27,3,32,16,27,32,27,0,0,0.980657,72.495
27,3,64,16,27,64,27,0,0,0.988556,72.3031
27,3,128,16,27,128,27,0,0,0.994942,65.4373
28,3,1,16,28,1,28,0,0,0.653616,76.0167
28,3,16,16,28,16,28,0,0,0.913463,80.7034
28,3,32,16,28,32,28,0,0,1.09074,84.4964
28,3,64,16,28,64,28,0,0,0.994618,82.3632
28,3,128,16,28,128,28,0,0,0.994218,73.3699
29,3,1,16,29,1,29,0,0,0.716502,71.689
29,3,16,16,29,16,29,0,0,0.944102,85.1342
29,3,32,16,29,32,29,0,0,0.993496,83.7345
29,3,64,16,29,64,29,0,0,0.995605,83.3973
29,3,128,16,29,128,29,0,0,0.995072,70.3334
30,3,1,16,30,1,30,0,0,0.710754,74.7608
30,3,16,16,30,16,30,0,0,0.939722,85.8921
30,3,32,16,30,32,30,0,0,0.991664,87.8068
30,3,64,16,30,64,30,0,0,0.995648,86.2733
30,3,128,16,30,128,30,0,0,1.00227,72.9522
31,3,1,16,31,1,31,0,0,0.716639,71.2302
31,3,16,16,31,16,31,0,0,0.971102,82.2976
31,3,32,16,31,32,31,0,0,0.987917,82.334
31,3,64,16,31,64,31,0,0,0.981392,80.3059
31,3,128,16,31,128,31,0,0,0.997777,70.6444
32,3,1,16,32,1,32,0,0,0.69208,81.8965
32,3,16,16,32,16,32,0,0,1.08173,95.66
32,3,32,16,32,32,32,0,0,0.994953,95.2314
32,3,64,16,32,64,32,0,0,0.957182,93.187
32,3,128,16,32,128,32,0,0,0.985991,83.7378
33,3,1,16,33,1,33,0,0,0.739484,60.5095
33,3,16,16,33,16,33,0,0,0.968341,68.2734
33,3,32,16,33,32,33,0,0,1.07625,67.08
33,3,64,16,33,64,33,0,0,1.08218,64.5119
33,3,128,16,33,128,33,0,0,0.992807,54.6401
34,3,1,16,34,1,34,0,0,0.73444,62.7712
34,3,16,16,34,16,34,0,0,0.93864,68.4775
34,3,32,16,34,32,34,0,0,0.617029,69.4463
34,3,64,16,34,64,34,0,0,1.09283,66.0077
34,3,128,16,34,128,34,0,0,1.00133,56.2242
35,3,1,16,35,1,35,0,0,0.710598,54.039
35,3,16,16,35,16,35,0,0,0.96827,70.8728
35,3,32,16,35,32,35,0,0,1.09249,68.8669
35,3,64,16,35,64,35,0,0,0.974728,64.4903
35,3,128,16,35,128,35,0,0,0.99624,54.5017
36,3,1,16,36,1,36,0,0,0.729016,66.8637
36,3,16,16,36,16,36,0,0,0.969371,73.9956
36,3,32,16,36,32,36,0,0,0.982129,72.8453
36,3,64,16,36,64,36,0,0,0.972146,67.3299
36,3,128,16,36,128,36,0,0,1.03915,58.6832
37,3,1,16,37,1,37,0,0,0.73981,64.0164
37,3,16,16,37,16,37,0,0,0.91652,73.3134
37,3,32,16,37,32,37,0,0,1.07324,73.6744
37,3,64,16,37,64,37,0,0,0.984576,67.8247
37,3,128,16,37,128,37,0,0,0.982001,55.5861
38,3,1,16,38,1,38,0,0,0.734021,66.2651
38,3,16,16,38,16,38,0,0,0.973992,74.517
38,3,32,16,38,32,38,0,0,0.977209,75.8466
38,3,64,16,38,64,38,0,0,1.09639,69.2504
38,3,128,16,38,128,38,0,0,0.999736,57.2209
39,3,1,16,39,1,39,0,0,0.746511,63.3248
39,3,16,16,39,16,39,0,0,0.994852,71.8972
39,3,32,16,39,32,39,0,0,1.08385,72.0926
39,3,64,16,39,64,39,0,0,0.966753,61.899
39,3,128,16,39,128,39,0,0,1.03033,55.18
40,3,1,16,40,1,40,0,0,0.753281,71.8998
40,3,16,16,40,16,40,0,0,0.977486,81.9814
40,3,32,16,40,32,40,0,0,0.986291,81.0328
40,3,64,16,40,64,40,0,0,0.900062,69.7135
40,3,128,16,40,128,40,0,0,0.93305,60.9299
41,3,1,16,41,1,41,0,0,0.72015,69.0092
41,3,16,16,41,16,41,0,0,0.988172,78.4367
41,3,32,16,41,32,41,0,0,0.992076,81.0352
41,3,64,16,41,64,41,0,0,1.02956,66.0545
41,3,128,16,41,128,41,0,0,1.00032,56.9352
42,3,1,16,42,1,42,0,0,0.757084,71.0093
42,3,16,16,42,16,42,0,0,0.949643,81.9357
42,3,32,16,42,32,42,0,0,0.992163,83.4465
42,3,64,16,42,64,42,0,0,1.04224,66.9159
42,3,128,16,42,128,42,0,0,0.983028,58.334
43,3,1,16,43,1,43,0,0,1.03115,68.6672
43,3,16,16,43,16,43,0,0,0.90892,80.7405
43,3,32,16,43,32,43,0,0,0.990281,79.2398
43,3,64,16,43,64,43,0,0,0.975564,62.3739
43,3,128,16,43,128,43,0,0,0.977851,56.7289
44,3,1,16,44,1,44,0,0,0.785284,61.4737
44,3,16,16,44,16,44,0,0,1.09693,86.4726
44,3,32,16,44,32,44,0,0,1.08762,85.9586
44,3,64,16,44,64,44,0,0,0.963655,68.842
44,3,128,16,44,128,44,0,0,0.837973,61.4489
45,3,1,16,45,1,45,0,0,0.737202,73.9899
45,3,16,16,45,16,45,0,0,0.991123,87.6339
45,3,32,16,45,32,45,0,0,1.09386,86.6613
45,3,64,16,45,64,45,0,0,1.09039,61.0987
45,3,128,16,45,128,45,0,0,0.994394,56.9596
46,3,1,16,46,1,46,0,0,0.695271,76.2483
46,3,16,16,46,16,46,0,0,0.962856,89.8514
46,3,32,16,46,32,46,0,0,0.997747,90.8822
46,3,64,16,46,64,46,0,0,0.989506,65.0366
46,3,128,16,46,128,46,0,0,0.889646,58.7386
47,3,1,16,47,1,47,0,0,0.77704,73.3163
47,3,16,16,47,16,47,0,0,1.09612,84.0819
47,3,32,16,47,32,47,0,0,0.991226,85.6835
47,3,64,16,47,64,47,0,0,0.973151,62.8568
47,3,128,16,47,128,47,0,0,0.983949,57.4267
48,3,1,16,48,1,48,0,0,0.702943,82.7689
48,3,16,16,48,16,48,0,0,0.987145,97.9516
48,3,32,16,48,32,48,0,0,0.989823,96.8924
48,3,64,16,48,64,48,0,0,0.94779,91.4038
48,3,128,16,48,128,48,0,0,1.11082,84.0037
49,3,1,16,49,1,49,0,0,0.755654,64.9798
49,3,16,16,49,16,49,0,0,0.980971,76.0924
49,3,32,16,49,32,49,0,0,1.08776,72.9945
49,3,64,16,49,64,49,0,0,1.05024,55.8866
49,3,128,16,49,128,49,0,0,1.02022,49.0956
50,3,1,16,50,1,50,0,0,0.752352,66.5276
50,3,16,16,50,16,50,0,0,0.897426,77.7982
50,3,32,16,50,32,50,0,0,0.987344,76.8241
50,3,64,16,50,64,50,0,0,0.987292,54.8288
50,3,128,16,50,128,50,0,0,0.987181,49.5089
51,3,1,16,51,1,51,0,0,0.757171,64.6617
51,3,16,16,51,16,51,0,0,0.982498,74.4597
51,3,32,16,51,32,51,0,0,0.988741,74.4203
51,3,64,16,51,64,51,0,0,0.991609,52.629
51,3,128,16,51,128,51,0,0,0.990445,48.2232
52,3,1,16,52,1,52,0,0,0.817339,69.8014
52,3,16,16,52,16,52,0,0,0.937254,81.161
52,3,32,16,52,32,52,0,0,0.986297,79.8163
52,3,64,16,52,64,52,0,0,1.08137,57.2294
52,3,128,16,52,128,52,0,0,0.994785,53.139
53,3,1,16,53,1,53,0,0,0.751672,67.6891
53,3,16,16,53,16,53,0,0,0.887999,79.1468
53,3,32,16,53,32,53,0,0,1.09308,77.8793
53,3,64,16,53,64,53,0,0,1.00116,53.6863
53,3,128,16,53,128,53,0,0,0.987735,49.6676
54,3,1,16,54,1,54,0,0,0.808515,64.1175
54,3,16,16,54,16,54,0,0,0.967452,82.6356
54,3,32,16,54,32,54,0,0,0.660046,80.3169
54,3,64,16,54,64,54,0,0,0.977516,57.6476
54,3,128,16,54,128,54,0,0,0.999119,50.2652
55,3,1,16,55,1,55,0,0,0.756887,66.9476
55,3,16,16,55,16,55,0,0,0.984953,75.6755
55,3,32,16,55,32,55,0,0,0.987831,76.1604
55,3,64,16,55,64,55,0,0,1.04729,53.1131
55,3,128,16,55,128,55,0,0,0.96906,48.4308
56,3,1,16,56,1,56,0,0,0.764874,73.3675
56,3,16,16,56,16,56,0,0,0.952176,87.0711
56,3,32,16,56,32,56,0,0,0.601671,85.2433
56,3,64,16,56,64,56,0,0,0.951485,58.2842
56,3,128,16,56,128,56,0,0,0.983894,53.2356
57,3,1,16,57,1,57,0,0,0.739495,59.1971
57,3,16,16,57,16,57,0,0,0.859594,86.6831
57,3,32,16,57,32,57,0,0,0.990436,82.8739
57,3,64,16,57,64,57,0,0,1.04624,54.7239
57,3,128,16,57,128,57,0,0,0.983,51.0613
58,3,1,16,58,1,58,0,0,0.799757,72.5977
58,3,16,16,58,16,58,0,0,0.981758,83.7579
58,3,32,16,58,32,58,0,0,0.991413,85.4096
58,3,64,16,58,64,58,0,0,1.01328,56.7229
58,3,128,16,58,128,58,0,0,1.01093,51.8688
59,3,1,16,59,1,59,0,0,0.775443,64.9263
59,3,16,16,59,16,59,0,0,0.982117,84.2071
59,3,32,16,59,32,59,0,0,0.986627,80.8951
59,3,64,16,59,64,59,0,0,0.975418,53.5358
59,3,128,16,59,128,59,0,0,1.00727,51.4111
60,3,1,16,60,1,60,0,0,0.754823,65.3892
60,3,16,16,60,16,60,0,0,1.09226,88.0474
60,3,32,16,60,32,60,0,0,0.995727,87.4526
60,3,64,16,60,64,60,0,0,0.950838,60.934
60,3,128,16,60,128,60,0,0,1.01274,56.6353
61,3,1,16,61,1,61,0,0,0.774273,75.6323
61,3,16,16,61,16,61,0,0,0.988109,88.8942
61,3,32,16,61,32,61,0,0,0.989168,86.6029
61,3,64,16,61,64,61,0,0,1.01716,53.3991
61,3,128,16,61,128,61,0,0,0.949621,51.5056
62,3,1,16,62,1,62,0,0,0.745328,76.6386
62,3,16,16,62,16,62,0,0,0.963833,90.506
62,3,32,16,62,32,62,0,0,0.990288,91.5865
62,3,64,16,62,64,62,0,0,1.001,61.2138
62,3,128,16,62,128,62,0,0,1.00035,51.2133
63,3,1,16,63,1,63,0,0,0.752763,74.1865
63,3,16,16,63,16,63,0,0,1.10242,89.6422
63,3,32,16,63,32,63,0,0,0.989485,83.6759
63,3,64,16,63,64,63,0,0,0.974098,49.6443
63,3,128,16,63,128,63,0,0,0.990029,48.6172
64,3,1,16,64,1,64,0,0,0.720008,81.9716
64,3,16,16,64,16,64,0,0,1.10152,94.3577
64,3,32,16,64,32,64,0,0,1.00372,94.0188
64,3,64,16,64,64,64,0,0,0.963821,60.6644
64,3,128,16,64,128,64,0,0,0.91918,58.6004
1,4,1,16,1,1,1,0,0,0.784653,6.52518
1,4,16,16,1,16,1,0,0,0.757184,8.32234
1,4,32,16,1,32,1,0,0,0.747625,8.42874
1,4,64,16,1,64,1,0,0,0.756882,8.29884
1,4,128,16,1,128,1,0,0,0.952049,8.39472
2,4,1,16,2,1,2,0,0,0.725879,14.107
2,4,16,16,2,16,2,0,0,0.739799,15.819
2,4,32,16,2,32,2,0,0,0.753532,16.7253
2,4,64,16,2,64,2,0,0,0.951124,16.7372
2,4,128,16,2,128,2,0,0,0.964614,16.7406
3,4,1,16,3,1,3,0,0,0.678651,19.4443
3,4,16,16,3,16,3,0,0,0.766523,24.3482
3,4,32,16,3,32,3,0,0,0.761943,24.4945
3,4,64,16,3,64,3,0,0,0.763835,24.5139
3,4,128,16,3,128,3,0,0,1.079,24.5121
4,4,1,16,4,1,4,0,0,0.72469,28.2604
4,4,16,16,4,16,4,0,0,0.75253,33.4952
4,4,32,16,4,32,4,0,0,0.751643,33.7528
4,4,64,16,4,64,4,0,0,0.954109,33.5064
4,4,128,16,4,128,4,0,0,1.06927,33.4318
5,4,1,16,5,1,5,0,0,0.680368,32.2146
5,4,16,16,5,16,5,0,0,0.773541,39.7056
5,4,32,16,5,32,5,0,0,0.764902,40.166
5,4,64,16,5,64,5,0,0,0.842677,39.9499
5,4,128,16,5,128,5,0,0,0.986618,40.2575
6,4,1,16,6,1,6,0,0,0.560878,41.1196
6,4,16,16,6,16,6,0,0,0.779084,45.0639
6,4,32,16,6,32,6,0,0,0.875237,47.7944
6,4,64,16,6,64,6,0,0,0.991491,48.1673
6,4,128,16,6,128,6,0,0,0.992835,48.2004
7,4,1,16,7,1,7,0,0,0.733756,41.819
7,4,16,16,7,16,7,0,0,0.76952,45.1631
7,4,32,16,7,32,7,0,0,0.971851,45.6765
