M,N,K,LDA,LDB,LDC,TRANS_A,TRANS_B,TIME_S,GFLOPS
61,8,16,61,16,61,0,0,1.91023,103.219
61,8,32,61,32,61,0,0,1.93574,99.2886
61,8,64,61,64,61,0,0,1.95916,95.6442
61,8,128,61,128,61,0,0,1.99657,95.9536
62,8,1,62,1,62,0,0,1.67322,28.435
62,8,16,62,16,62,0,0,1.87858,109.584
62,8,32,62,32,62,0,0,1.95,107.063
62,8,64,62,64,62,0,0,1.95949,100.342
62,8,128,62,128,62,0,0,1.98708,98.9404
63,8,1,63,1,63,0,0,1.32155,26.1661
63,8,16,63,16,63,0,0,2.07677,98.1163
63,8,32,63,32,63,0,0,1.99836,101.934
63,8,64,63,64,63,0,0,1.97848,96.613
63,8,128,63,128,63,0,0,1.99702,96.3151
64,8,1,64,1,64,0,0,1.57835,34.6015
64,8,16,64,16,64,0,0,1.93131,113.111
64,8,32,64,32,64,0,0,0.347741,110.587
64,8,64,64,64,64,0,0,1.98669,104.872
64,8,128,64,128,64,0,0,2.01146,100.575
1,9,1,1,1,1,0,0,0.8599,2.50691
1,9,16,1,16,1,0,0,1.21297,14.2603
1,9,32,1,32,1,0,0,1.35238,14.6112
1,9,64,1,64,1,0,0,1.5019,8.76606
1,9,128,1,128,1,0,0,1.86237,8.862
2,9,1,2,1,2,0,0,0.900387,3.82611
2,9,16,2,16,2,0,0,1.48653,30.9984
2,9,32,2,32,2,0,0,1.45742,29.2214
2,9,64,2,64,2,0,0,1.70562,17.5205
2,9,128,2,128,2,0,0,1.49963,17.5586
3,9,1,3,1,3,0,0,1.48507,2.90896
3,9,16,3,16,3,0,0,1.26636,40.8547
3,9,32,3,32,3,0,0,1.50133,39.4846
3,9,64,3,64,3,0,0,1.57792,25.6466
3,9,128,3,128,3,0,0,1.93088,25.6427
4,9,1,4,1,4,0,0,0.866369,9.95276
4,9,16,4,16,4,0,0,1.27169,62.0466
4,9,32,4,32,4,0,0,1.30429,56.5272
4,9,64,4,64,4,0,0,1.76493,34.8116
4,9,128,4,128,4,0,0,1.50285,35.042
5,9,1,5,1,5,0,0,1.05504,10.2162
5,9,16,5,16,5,0,0,1.34763,64.1765
5,9,32,5,32,5,0,0,1.48714,66.4357
5,9,64,5,64,5,0,0,1.49504,44.0312
5,9,128,5,128,5,0,0,0.303568,40.2104
6,9,1,6,1,6,0,0,0.879751,9.82096
6,9,16,6,16,6,0,0,1.4202,72.8579
6,9,32,6,32,6,0,0,1.41507,78.1532
6,9,64,6,64,6,0,0,1.49721,51.5242
6,9,128,6,128,6,0,0,1.95786,48.4279
7,9,1,7,1,7,0,0,1.64683,6.12085
7,9,16,7,16,7,0,0,1.37261,70.6121
7,9,32,7,32,7,0,0,1.83039,81.2844
7,9,64,7,64,7,0,0,1.6803,57.5783
7,9,128,7,128,7,0,0,1.59123,55.2799
8,9,1,8,1,8,0,0,1.12648,20.453
8,9,16,8,16,8,0,0,1.69698,108.617
8,9,32,8,32,8,0,0,1.40694,104.806
8,9,64,8,64,8,0,0,1.93594,67.2384
8,9,128,8,128,8,0,0,1.88648,64.238
9,9,1,9,1,9,0,0,1.19512,13.0338
9,9,16,9,16,9,0,0,1.8302,85.0594
9,9,32,9,32,9,0,0,1.89452,72.9684
9,9,64,9,64,9,0,0,1.64316,68.8465
9,9,128,9,128,9,0,0,1.90268,67.9445
10,9,1,10,1,10,0,0,1.77921,9.68122
10,9,16,10,16,10,0,0,1.80286,95.9439
10,9,32,10,32,10,0,0,1.4717,81.7088
10,9,64,10,64,10,0,0,2.08661,75.7328
10,9,128,10,128,10,0,0,1.91162,76.1138
11,9,1,11,1,11,0,0,1.95637,9.68497
11,9,16,11,16,11,0,0,1.36814,92.6223
11,9,32,11,32,11,0,0,1.51356,95.6834
11,9,64,11,64,11,0,0,1.61355,81.9352
11,9,128,11,128,11,0,0,1.55054,83.458
12,9,1,12,1,12,0,0,1.4138,24.4448
12,9,16,12,16,12,0,0,1.78093,116.55
12,9,32,12,32,12,0,0,1.89111,97.4666
12,9,64,12,64,12,0,0,1.86121,91.4143
12,9,128,12,128,12,0,0,1.66402,90.6201
13,9,1,13,1,13,0,0,1.10106,20.4349
13,9,16,13,16,13,0,0,1.99886,74.9226
13,9,32,13,32,13,0,0,1.75005,76.0664
13,9,64,13,64,13,0,0,1.9,86.0021
13,9,128,13,128,13,0,0,1.9358,87.3668
14,9,1,14,1,14,0,0,1.58532,19.1517
14,9,16,14,16,14,0,0,1.63291,98.7684
14,9,32,14,32,14,0,0,1.51218,85.3229
14,9,64,14,64,14,0,0,1.89617,97.2067
14,9,128,14,128,14,0,0,0.348838,95.6572
15,9,1,15,1,15,0,0,1.17653,15.7184
15,9,16,15,16,15,0,0,1.93732,76.4969
15,9,32,15,32,15,0,0,1.65935,92.5665
15,9,64,15,64,15,0,0,1.54532,86.5489
15,9,128,15,128,15,0,0,0.282016,90.6338
16,9,1,16,1,16,0,0,1.12824,30.5706
16,9,16,16,16,16,0,0,1.73078,116.262
16,9,32,16,32,16,0,0,1.89653,116.532
16,9,64,16,64,16,0,0,1.58192,111.874
16,9,128,16,128,16,0,0,1.96871,112.327
17,9,1,17,1,17,0,0,1.1254,21.7523
17,9,16,17,16,17,0,0,1.54501,60.882
17,9,32,17,32,17,0,0,1.77877,62.9136
17,9,64,17,64,17,0,0,1.5351,61.2308
17,9,128,17,128,17,0,0,0.546474,61.655
18,9,1,18,1,18,0,0,1.50499,20.7004
18,9,16,18,16,18,0,0,1.75932,88.3538
18,9,32,18,32,18,0,0,1.89599,72.9118
18,9,64,18,64,18,0,0,1.84575,70.0401
18,9,128,18,128,18,0,0,2.16453,65.6945
19,9,1,19,1,19,0,0,1.29109,18.1433
19,9,16,19,16,19,0,0,1.63724,76.3932
19,9,32,19,32,19,0,0,1.77907,72.032
19,9,64,19,64,19,0,0,1.71259,71.3404
19,9,128,19,128,19,0,0,1.9445,68.3964
20,9,1,20,1,20,0,0,1.25702,27.5377
20,9,16,20,16,20,0,0,1.72798,99.951
20,9,32,20,32,20,0,0,1.5274,92.8274
20,9,64,20,64,20,0,0,1.90539,79.5006
20,9,128,20,128,20,0,0,2.05254,73.8132
21,9,1,21,1,21,0,0,1.60292,22.5665
21,9,16,21,16,21,0,0,1.88789,80.8984
21,9,32,21,32,21,0,0,1.9188,75.632
21,9,64,21,64,21,0,0,0.31121,76.7756
21,9,128,21,128,21,0,0,1.94665,76.4653
22,9,1,22,1,22,0,0,1.28361,21.2031
22,9,16,22,16,22,0,0,1.49102,97.1298
22,9,32,22,32,22,0,0,1.53348,86.2133
22,9,64,22,64,22,0,0,0.374406,81.433
22,9,128,22,128,22,0,0,1.96098,80.0506
23,9,1,23,1,23,0,0,1.38456,17.9587
23,9,16,23,16,23,0,0,1.53448,82.8556
23,9,32,23,32,23,0,0,1.84194,80.2726
23,9,64,23,64,23,0,0,1.90992,79.2734
23,9,128,23,128,23,0,0,1.97173,79.1517
24,9,1,24,1,24,0,0,1.4372,28.9023
24,9,16,24,16,24,0,0,1.9023,108.951
24,9,32,24,32,24,0,0,1.56819,105.762
24,9,64,24,64,24,0,0,1.91185,87.8576
24,9,128,24,128,24,0,0,2.03169,87.6826
25,9,1,25,1,25,0,0,1.8031,14.9892
25,9,16,25,16,25,0,0,1.90924,78.6474
25,9,32,25,32,25,0,0,1.44309,81.1598
25,9,64,25,64,25,0,0,0.381894,86.5976
25,9,128,25,128,25,0,0,1.99238,86.7263
26,9,1,26,1,26,0,0,1.41158,22.7084
26,9,16,26,16,26,0,0,1.81536,94.2814
26,9,32,26,32,26,0,0,1.55136,96.5345
26,9,64,26,64,26,0,0,0.347437,90.1526
26,9,128,26,128,26,0,0,2.01342,92.7297
27,9,1,27,1,27,0,0,1.65488,15.6628
27,9,16,27,16,27,0,0,1.8763,90.3887
27,9,32,27,32,27,0,0,1.9304,82.2498
27,9,64,27,64,27,0,0,0.382315,87.3632
27,9,128,27,128,27,0,0,2.18029,89.5121
28,9,1,28,1,28,0,0,1.11202,31.043
28,9,16,28,16,28,0,0,1.50744,102.776
28,9,32,28,32,28,0,0,1.88003,114.381
28,9,64,28,64,28,0,0,0.560119,98.7275
28,9,128,28,128,28,0,0,1.94532,99.483
29,9,1,29,1,29,0,0,1.58785,26.2998
29,9,16,29,16,29,0,0,2.0303,98.7677
29,9,32,29,32,29,0,0,1.91504,102.078
29,9,64,29,64,29,0,0,1.90652,98.9721
29,9,128,29,128,29,0,0,1.99259,98.1338
30,9,1,30,1,30,0,0,1.35219,23.9851
30,9,16,30,16,30,0,0,1.49279,111.197
30,9,32,30,32,30,0,0,1.88787,109.816
30,9,64,30,64,30,0,0,1.94532,104.015
30,9,128,30,128,30,0,0,1.95742,102.101
31,9,1,31,1,31,0,0,1.43795,20.6961
31,9,16,31,16,31,0,0,1.80194,99.0935
31,9,32,31,32,31,0,0,1.96587,99.0511
31,9,64,31,64,31,0,0,1.93322,98.5215
31,9,128,31,128,31,0,0,0.944451,99.9998
32,9,1,32,1,32,0,0,1.14902,34.3354
32,9,16,32,16,32,0,0,1.49452,118.359
32,9,32,32,32,32,0,0,1.93606,117.174
32,9,64,32,64,32,0,0,1.5581,111.339
32,9,128,32,128,32,0,0,1.99212,108.311
33,9,1,33,1,33,0,0,1.38662,25.7286
33,9,16,33,16,33,0,0,1.60905,88.6208
33,9,32,33,32,33,0,0,1.52924,90.3978
33,9,64,33,64,33,0,0,1.93338,79.9956
33,9,128,33,128,33,0,0,1.98439,79.2697
34,9,1,34,1,34,0,0,1.36376,23.9338
34,9,16,34,16,34,0,0,1.84842,101.68
34,9,32,34,32,34,0,0,1.89434,97.3003
34,9,64,34,64,34,0,0,1.90161,83.7797
34,9,128,34,128,34,0,0,2.15505,81.5296
35,9,1,35,1,35,0,0,1.2828,21.3992
35,9,16,35,16,35,0,0,1.65726,91.2575
35,9,32,35,32,35,0,0,1.94451,93.9097
35,9,64,35,64,35,0,0,1.95948,83.7142
35,9,128,35,128,35,0,0,1.94215,82.3582
36,9,1,36,1,36,0,0,1.23284,28.0329
36,9,16,36,16,36,0,0,1.83942,108.188
36,9,32,36,32,36,0,0,1.89251,103.123
36,9,64,36,64,36,0,0,2.17607,87.9473
36,9,128,36,128,36,0,0,2.17823,85.8109
37,9,1,37,1,37,0,0,1.42504,24.9257
37,9,16,37,16,37,0,0,1.57889,95.2584
37,9,32,37,32,37,0,0,1.55989,97.9039
37,9,64,37,64,37,0,0,1.94995,88.9118
37,9,128,37,128,37,0,0,1.97574,87.3869
38,9,1,38,1,38,0,0,1.56793,23.2663
38,9,16,38,16,38,0,0,1.88097,107.447
38,9,32,38,32,38,0,0,1.90792,103.915
38,9,64,38,64,38,0,0,1.94229,92.4649
38,9,128,38,128,38,0,0,1.95707,89.8498
39,9,1,39,1,39,0,0,1.58204,21.3332
39,9,16,39,16,39,0,0,2.0657,96.6647
39,9,32,39,32,39,0,0,1.56026,98.7149
39,9,64,39,64,39,0,0,1.94918,89.2191
39,9,128,39,128,39,0,0,2.18445,88.537
40,9,1,40,1,40,0,0,1.63697,30.2294
40,9,16,40,16,40,0,0,1.46961,114.019
40,9,32,40,32,40,0,0,1.89446,110.161
40,9,64,40,64,40,0,0,1.97917,98.0315
40,9,128,40,128,40,0,0,1.92265,94.6843
41,9,1,41,1,41,0,0,1.45475,27.0562
41,9,16,41,16,41,0,0,1.59894,98.4653
41,9,32,41,32,41,0,0,1.54223,103.5
41,9,64,41,64,41,0,0,1.93385,95.3127
41,9,128,41,128,41,0,0,2.21224,95.3245
42,9,1,42,1,42,0,0,1.20279,25.1415
42,9,16,42,16,42,0,0,1.83175,109.33
42,9,32,42,32,42,0,0,1.92608,109.6
42,9,64,42,64,42,0,0,1.94875,97.6722
42,9,128,42,128,42,0,0,2.00992,97.5093
43,9,1,43,1,43,0,0,1.79957,22.9388
43,9,16,43,16,43,0,0,1.6158,102.191
43,9,32,43,32,43,0,0,1.91814,105.023
43,9,64,43,64,43,0,0,0.454202,97.3069
43,9,128,43,128,43,0,0,2.21254,96.8056
44,9,1,44,1,44,0,0,1.67483,32.5006
44,9,16,44,16,44,0,0,1.89553,114.571
44,9,32,44,32,44,0,0,1.91511,115.478
44,9,64,44,64,44,0,0,1.98271,102.26
44,9,128,44,128,44,0,0,2.2365,102.148
45,9,1,45,1,45,0,0,1.49874,28.8241
45,9,16,45,16,45,0,0,1.91266,98.5584
45,9,32,45,32,45,0,0,1.93855,106.967
45,9,64,45,64,45,0,0,1.96056,102.367
45,9,128,45,128,45,0,0,1.99098,100.783
46,9,1,46,1,46,0,0,1.64553,26.8363
46,9,16,46,16,46,0,0,1.94237,112.923
46,9,32,46,32,46,0,0,1.9532,112.25
46,9,64,46,64,46,0,0,1.94632,105.408
46,9,128,46,128,46,0,0,1.98629,104.113
47,9,1,47,1,47,0,0,1.27934,24.4464
47,9,16,47,16,47,0,0,2.02764,97.1015
47,9,32,47,32,47,0,0,1.59297,107.357
47,9,64,47,64,47,0,0,1.94542,101.984
47,9,128,47,128,47,0,0,1.99108,101.581
48,9,1,48,1,48,0,0,1.6573,35.7074
48,9,16,48,16,48,0,0,1.56698,117.627
48,9,32,48,32,48,0,0,1.92128,117.09
48,9,64,48,64,48,0,0,0.410076,110.64
48,9,128,48,128,48,0,0,2.01357,108.49
49,9,1,49,1,49,0,0,1.65206,28.4736
49,9,16,49,16,49,0,0,0.122302,89.6202
49,9,32,49,32,49,0,0,1.9305,97.4669
49,9,64,49,64,49,0,0,1.96445,86.2128
49,9,128,49,128,49,0,0,1.98415,86.7033
50,9,1,50,1,50,0,0,1.2471,26.6793
50,9,16,50,16,50,0,0,1.51346,103.758
50,9,32,50,32,50,0,0,1.5283,102.779
50,9,64,50,64,50,0,0,1.98361,89.9287
50,9,128,50,128,50,0,0,2.22116,87.654
51,9,1,51,1,51,0,0,1.78314,24.6917
51,9,16,51,16,51,0,0,2.02586,96.67
51,9,32,51,32,51,0,0,1.74126,99.9736
51,9,64,51,64,51,0,0,1.94598,90.0161
51,9,128,51,128,51,0,0,1.98979,88.5825
52,9,1,52,1,52,0,0,1.48733,30.1831
52,9,16,52,16,52,0,0,1.87822,109.301
52,9,32,52,32,52,0,0,1.91606,107.216
52,9,64,52,64,52,0,0,0.530379,95.2766
52,9,128,52,128,52,0,0,2.19583,91.8931
53,9,1,53,1,53,0,0,1.50177,27.6798
53,9,16,53,16,53,0,0,1.58629,94.2913
53,9,32,53,32,53,0,0,1.6146,99.7491
53,9,64,53,64,53,0,0,1.55583,93.2477
53,9,128,53,128,53,0,0,2.1871,92.0955
54,9,1,54,1,54,0,0,1.61801,26.176
54,9,16,54,16,54,0,0,1.62573,102.039
54,9,32,54,32,54,0,0,1.54383,107.452
54,9,64,54,64,54,0,0,1.9296,96.7114
54,9,128,54,128,54,0,0,1.98655,93.651
55,9,1,55,1,55,0,0,1.38607,24.5026
55,9,16,55,16,55,0,0,2.09019,95.7454
55,9,32,55,32,55,0,0,1.91673,99.1492
55,9,64,55,64,55,0,0,1.96607,92.6321
55,9,128,55,128,55,0,0,2.19417,92.709
56,9,1,56,1,56,0,0,1.67945,32.0105
56,9,16,56,16,56,0,0,1.51798,113.33
56,9,32,56,32,56,0,0,1.9201,111.994
56,9,64,56,64,56,0,0,0.431226,101.28
56,9,128,56,128,56,0,0,2.04271,98.1175
57,9,1,57,1,57,0,0,1.67642,29.3534
57,9,16,57,16,57,0,0,1.59424,98.8676
57,9,32,57,32,57,0,0,1.56728,106.961
57,9,64,57,64,57,0,0,2.19557,98.3313
57,9,128,57,128,57,0,0,1.2165,97.9548
58,9,1,58,1,58,0,0,1.80362,27.7619
58,9,16,58,16,58,0,0,1.92348,112.636
58,9,32,58,32,58,0,0,1.93572,107.564
58,9,64,58,64,58,0,0,0.463415,101.476
58,9,128,58,128,58,0,0,2.00348,99.7384
59,9,1,59,1,59,0,0,1.6536,25.6894
59,9,16,59,16,59,0,0,1.94578,99.8026
59,9,32,59,32,59,0,0,1.56412,103.266
59,9,64,59,64,59,0,0,0.589144,98.533
59,9,128,59,128,59,0,0,2.00868,98.7369
60,9,1,60,1,60,0,0,1.3966,33.6952
60,9,16,60,16,60,0,0,1.9156,116.999
60,9,32,60,32,60,0,0,1.93455,115.891
60,9,64,60,64,60,0,0,1.9556,106.045
60,9,128,60,128,60,0,0,2.19921,103.685
61,9,1,61,1,61,0,0,1.31758,30.7508
61,9,16,61,16,61,0,0,1.61067,102.657
61,9,32,61,32,61,0,0,1.58275,96.8556
61,9,64,61,64,61,0,0,1.82459,101.566
61,9,128,61,128,61,0,0,1.99462,102.49
62,9,1,62,1,62,0,0,1.30893,29.2488
62,9,16,62,16,62,0,0,1.91483,114.771
62,9,32,62,32,62,0,0,0.365656,103.028
62,9,64,62,64,62,0,0,2.00582,104.224
62,9,128,62,128,62,0,0,1.98394,104.731
63,9,1,63,1,63,0,0,1.67511,27.0789
63,9,16,63,16,63,0,0,2.0604,105.652
63,9,32,63,32,63,0,0,1.96488,103.06
63,9,64,63,64,63,0,0,1.98547,102.606
63,9,128,63,128,63,0,0,2.00075,103.023
64,9,1,64,1,64,0,0,1.68769,36.4048
64,9,16,64,16,64,0,0,1.92132,118.073
64,9,32,64,32,64,0,0,1.57027,114.966
64,9,64,64,64,64,0,0,1.57997,109.271
64,9,128,64,128,64,0,0,1.98993,108.114
1,10,1,1,1,1,0,0,1.02239,2.34275
1,10,16,1,16,1,0,0,1.73009,9.86462
1,10,32,1,32,1,0,0,1.53744,9.99462
1,10,64,1,64,1,0,0,2.05218,8.09511
1,10,128,1,128,1,0,0,2.03826,7.3513
2,10,1,2,1,2,0,0,1.01477,3.79019
2,10,16,2,16,2,0,0,1.24456,27.426
2,10,32,2,32,2,0,0,1.49963,22.7611
2,10,64,2,64,2,0,0,2.02118,16.4279
2,10,128,2,128,2,0,0,1.54673,14.576
3,10,1,3,1,3,0,0,1.74808,3.30032
3,10,16,3,16,3,0,0,1.54417,33.1569
3,10,32,3,32,3,0,0,1.46275,30.0021
3,10,64,3,64,3,0,0,1.51603,22.5049
3,10,128,3,128,3,0,0,1.59172,20.6769
4,10,1,4,1,4,0,0,1.39044,9.20571
4,10,16,4,16,4,0,0,1.08034,56.8257
4,10,32,4,32,4,0,0,1.47523,46.2752
4,10,64,4,64,4,0,0,1.82735,32.0214
4,10,128,4,128,4,0,0,1.48997,29.1955
5,10,1,5,1,5,0,0,1.70217,7.07813
5,10,16,5,16,5,0,0,1.73728,40.2174
5,10,32,5,32,5,0,0,1.85175,46.0825
5,10,64,5,64,5,0,0,2.05994,36.3804
5,10,128,5,128,5,0,0,1.71245,32.9135
6,10,1,6,1,6,0,0,1.36197,7.04861
6,10,16,6,16,6,0,0,1.69129,49.5732
6,10,32,6,32,6,0,0,1.85612,55.1689
6,10,64,6,64,6,0,0,1.921,43.6215
6,10,128,6,128,6,0,0,1.70437,39.6923
7,10,1,7,1,7,0,0,1.75706,7.6614
7,10,16,7,16,7,0,0,1.69291,48.9156
7,10,32,7,32,7,0,0,1.81643,56.3744
7,10,64,7,64,7,0,0,1.959,44.8188
7,10,128,7,128,7,0,0,1.90178,43.4929
8,10,1,8,1,8,0,0,1.49979,17.069
8,10,16,8,16,8,0,0,1.65192,74.3265
8,10,32,8,32,8,0,0,1.85923,77.7919
8,10,64,8,64,8,0,0,2.394,57.0316
8,10,128,8,128,8,0,0,1.89057,52.5223
9,10,1,9,1,9,0,0,1.63601,13.2558
9,10,16,9,16,9,0,0,1.94036,59.3706
9,10,32,9,32,9,0,0,1.8177,63.3767
9,10,64,9,64,9,0,0,1.64145,53.4718
9,10,128,9,128,9,0,0,1.53367,54.224
10,10,1,10,1,10,0,0,1.74314,10.9795
10,10,16,10,16,10,0,0,1.61962,72.9068
10,10,32,10,32,10,0,0,1.86952,78.2478
10,10,64,10,64,10,0,0,2.05463,62.2984
10,10,128,10,128,10,0,0,2.14226,60.3839
11,10,1,11,1,11,0,0,1.29284,11.6553
11,10,16,11,16,11,0,0,2.03038,63.973
11,10,32,11,32,11,0,0,1.98666,70.8728
11,10,64,11,64,11,0,0,1.86046,62.6234
11,10,128,11,128,11,0,0,1.87976,61.9931
12,10,1,12,1,12,0,0,1.20878,23.9213
12,10,16,12,16,12,0,0,1.72476,97.011
12,10,32,12,32,12,0,0,1.6631,85.2009
12,10,64,12,64,12,0,0,1.9516,77.1236
12,10,128,12,128,12,0,0,1.93947,73.8261
13,10,1,13,1,13,0,0,1.45245,21.4381
13,10,16,13,16,13,0,0,2.15246,77.3068
13,10,32,13,32,13,0,0,1.89428,84.3029
13,10,64,13,64,13,0,0,1.94032,85.7162
13,10,128,13,128,13,0,0,1.92482,96.5109
14,10,1,14,1,14,0,0,1.99317,11.2384
14,10,16,14,16,14,0,0,1.67693,106.862
14,10,32,14,32,14,0,0,1.89037,94.7962
14,10,64,14,64,14,0,0,1.89744,105.464
14,10,128,14,128,14,0,0,1.54112,104.309
15,10,1,15,1,15,0,0,1.52896,15.6969
15,10,16,15,16,15,0,0,2.02003,81.5165
15,10,32,15,32,15,0,0,1.51803,89.2587
15,10,64,15,64,15,0,0,1.91317,92.6229
15,10,128,15,128,15,0,0,1.90595,98.6895
16,10,1,16,1,16,0,0,1.22643,31.4362
16,10,16,16,16,16,0,0,1.80042,124.182
16,10,32,16,32,16,0,0,1.8712,125.084
16,10,64,16,64,16,0,0,1.91235,119.524
16,10,128,16,128,16,0,0,1.92731,121.442
17,10,1,17,1,17,0,0,1.65127,12.3665
17,10,16,17,16,17,0,0,1.50386,72.3471
17,10,32,17,32,17,0,0,1.66342,65.4074
17,10,64,17,64,17,0,0,1.90304,70.365
17,10,128,17,128,17,0,0,1.6874,67.6487
18,10,1,18,1,18,0,0,1.62687,21.1755
18,10,16,18,16,18,0,0,1.83201,88.8161
18,10,32,18,32,18,0,0,1.99761,76.8918
18,10,64,18,64,18,0,0,1.92802,75.4902
18,10,128,18,128,18,0,0,1.55809,71.6961
19,10,1,19,1,19,0,0,1.32551,17.1666
19,10,16,19,16,19,0,0,1.61169,75.4489
19,10,32,19,32,19,0,0,1.92267,75.8794
19,10,64,19,64,19,0,0,1.96485,76.1694
19,10,128,19,128,19,0,0,1.55762,74.5723
20,10,1,20,1,20,0,0,1.51557,25.3776
20,10,16,20,16,20,0,0,1.79147,100.918
20,10,32,20,32,20,0,0,1.88316,98.8666
20,10,64,20,64,20,0,0,1.94696,85.2981
20,10,128,20,128,20,0,0,1.94355,78.5438
21,10,1,21,1,21,0,0,1.55758,21.5719
21,10,16,21,16,21,0,0,1.61145,83.4034
21,10,32,21,32,21,0,0,1.94887,82.7888
21,10,64,21,64,21,0,0,1.54534,84.3357
21,10,128,21,128,21,0,0,1.66369,82.4959
22,10,1,22,1,22,0,0,1.33818,19.748
22,10,16,22,16,22,0,0,1.47176,99.8619
22,10,32,22,32,22,0,0,1.93277,89.6599
22,10,64,22,64,22,0,0,1.9188,88.064
22,10,128,22,128,22,0,0,1.96754,86.4136
23,10,1,23,1,23,0,0,1.6417,16.8287
23,10,16,23,16,23,0,0,1.98254,71.2556
23,10,32,23,32,23,0,0,1.94833,84.3215
23,10,64,23,64,23,0,0,1.9297,78.7421
23,10,128,23,128,23,0,0,1.96868,84.9428
24,10,1,24,1,24,0,0,1.34867,28.4724
24,10,16,24,16,24,0,0,1.63863,112.529
24,10,32,24,32,24,0,0,1.53218,111.886
24,10,64,24,64,24,0,0,1.95025,93.3442
24,10,128,24,128,24,0,0,1.76864,93.6855
25,10,1,25,1,25,0,0,1.72852,23.1411
25,10,16,25,16,25,0,0,1.91657,83.4826
25,10,32,25,32,25,0,0,1.90821,93.6328
25,10,64,25,64,25,0,0,1.9349,91.2458
25,10,128,25,128,25,0,0,1.94961,94.9307
26,10,1,26,1,26,0,0,1.67833,21.2214
26,10,16,26,16,26,0,0,1.73753,95.7683
26,10,32,26,32,26,0,0,1.93174,100.867
26,10,64,26,64,26,0,0,1.91201,94.958
26,10,128,26,128,26,0,0,1.90156,100.008
27,10,1,27,1,27,0,0,1.70707,18.9989
27,10,16,27,16,27,0,0,1.87251,88.5629
27,10,32,27,32,27,0,0,1.54122,92.8139
27,10,64,27,64,27,0,0,1.91743,95.0638
27,10,128,27,128,27,0,0,1.57818,99.1561
28,10,1,28,1,28,0,0,1.4867,30.1339
28,10,16,28,16,28,0,0,1.78549,120.486
28,10,32,28,32,28,0,0,1.8898,119.804
28,10,64,28,64,28,0,0,1.56014,109.184
28,10,128,28,128,28,0,0,1.98505,105.693
29,10,1,29,1,29,0,0,1.55071,25.618
29,10,16,29,16,29,0,0,1.69163,97.5261
29,10,32,29,32,29,0,0,1.58871,103.844
29,10,64,29,64,29,0,0,1.56095,106.662
29,10,128,29,128,29,0,0,1.97195,104.447
30,10,1,30,1,30,0,0,1.52127,23.6882
30,10,16,30,16,30,0,0,1.52013,116.625
30,10,32,30,32,30,0,0,1.56687,117.654
30,10,64,30,64,30,0,0,1.97791,112.287
30,10,128,30,128,30,0,0,1.9621,108.591
31,10,1,31,1,31,0,0,1.76394,21.1103
31,10,16,31,16,31,0,0,1.62528,100.969
31,10,32,31,32,31,0,0,1.90778,103.995
31,10,64,31,64,31,0,0,1.98222,106.763
31,10,128,31,128,31,0,0,1.95039,107.317
32,10,1,32,1,32,0,0,1.47236,34.774
32,10,16,32,16,32,0,0,1.89363,123.602
32,10,32,32,32,32,0,0,1.92515,124.569
32,10,64,32,64,32,0,0,1.9216,118.949
32,10,128,32,128,32,0,0,1.6719,115.29
33,10,1,33,1,33,0,0,1.51656,26.1379
33,10,16,33,16,33,0,0,1.99536,90.7764
33,10,32,33,32,33,0,0,1.8903,95.7806
33,10,64,33,64,33,0,0,2.02656,86.2535
33,10,128,33,128,33,0,0,1.63997,84.9703
34,10,1,34,1,34,0,0,1.68679,24.2121
34,10,16,34,16,34,0,0,1.65114,105.43
34,10,32,34,32,34,0,0,1.94862,103.063
34,10,64,34,64,34,0,0,1.91757,90.0254
34,10,128,34,128,34,0,0,1.56235,87.6714
35,10,1,35,1,35,0,0,1.69351,22.045
35,10,16,35,16,35,0,0,2.0004,92.6968
35,10,32,35,32,35,0,0,1.92135,98.1763
35,10,64,35,64,35,0,0,1.57698,89.7165
35,10,128,35,128,35,0,0,1.95353,89.1374
36,10,1,36,1,36,0,0,1.35705,28.2966
36,10,16,36,16,36,0,0,1.89404,112.322
36,10,32,36,32,36,0,0,1.94815,109.202
36,10,64,36,64,36,0,0,1.91934,94.4465
36,10,128,36,128,36,0,0,2.11836,92.3976
37,10,1,37,1,37,0,0,1.75634,25.3051
37,10,16,37,16,37,0,0,2.05033,95.6071
37,10,32,37,32,37,0,0,1.90046,103.104
37,10,64,37,64,37,0,0,1.92431,95.264
37,10,128,37,128,37,0,0,1.95639,94.084
38,10,1,38,1,38,0,0,1.28413,23.6736
38,10,16,38,16,38,0,0,1.56692,100.72
38,10,32,38,32,38,0,0,1.67952,110.327
38,10,64,38,64,38,0,0,1.56909,99.1964
38,10,128,38,128,38,0,0,1.9667,96.9116
39,10,1,39,1,39,0,0,1.41052,22.1196
39,10,16,39,16,39,0,0,1.93061,100.066
39,10,32,39,32,39,0,0,1.97783,104.426
39,10,64,39,64,39,0,0,1.55165,95.922
39,10,128,39,128,39,0,0,1.97372,95.587
40,10,1,40,1,40,0,0,1.56344,30.7322
40,10,16,40,16,40,0,0,1.91722,106.821
40,10,32,40,32,40,0,0,1.6399,117.066
40,10,64,40,64,40,0,0,1.94739,103.449
40,10,128,40,128,40,0,0,1.9828,101.592
41,10,1,41,1,41,0,0,1.58497,27.5925
41,10,16,41,16,41,0,0,1.6367,98.6598
41,10,32,41,32,41,0,0,1.75211,108.918
41,10,64,41,64,41,0,0,1.95724,102.146
