M,N,K,LDA,LDB,LDC,TRANS_A,TRANS_B,TIME_S,GFLOPS
46,48,32,46,32,46,0,0,1.97977,113.832
46,48,64,46,64,46,0,0,2.00939,116.806
46,48,128,46,128,46,0,0,2.01114,115.901
47,48,1,47,1,47,0,0,1.51109,22.7499
47,48,16,47,16,47,0,0,1.612,104.355
47,48,32,47,32,47,0,0,2.20126,111.247
47,48,64,47,64,47,0,0,2.02864,113.686
47,48,128,47,128,47,0,0,2.18903,115.336
48,48,1,48,1,48,0,0,1.51416,39.4719
48,48,16,48,16,48,0,0,1.95773,113.69
48,48,32,48,32,48,0,0,1.98074,121.951
48,48,64,48,64,48,0,0,2.00978,121.231
48,48,128,48,128,48,0,0,2.21262,121.398
49,48,1,49,1,49,0,0,1.55887,28.4007
49,48,16,49,16,49,0,0,2.08571,91.1711
49,48,32,49,32,49,0,0,2.18203,99.74
49,48,64,49,64,49,0,0,2.19959,96.4715
49,48,128,49,128,49,0,0,2.00778,97.9899
50,48,1,50,1,50,0,0,1.88038,26.0743
50,48,16,50,16,50,0,0,1.95514,108.362
50,48,32,50,32,50,0,0,1.98771,105.38
50,48,64,50,64,50,0,0,1.9916,99.6498
50,48,128,50,128,50,0,0,2.22043,99.1927
51,48,1,51,1,51,0,0,1.51868,23.1018
51,48,16,51,16,51,0,0,1.67961,97.3379
51,48,32,51,32,51,0,0,1.99413,101.645
51,48,64,51,64,51,0,0,1.97697,99.1907
51,48,128,51,128,51,0,0,2.15595,100.668
52,48,1,52,1,52,0,0,1.51623,30.3865
52,48,16,52,16,52,0,0,1.51621,118.153
52,48,32,52,32,52,0,0,1.99279,111.528
52,48,64,52,64,52,0,0,1.9967,103.228
52,48,128,52,128,52,0,0,2.10167,103.062
53,48,1,53,1,53,0,0,1.51884,26.3566
53,48,16,53,16,53,0,0,2.07152,101.969
53,48,32,53,32,53,0,0,1.99591,104.973
53,48,64,53,64,53,0,0,1.99021,104.158
53,48,128,53,128,53,0,0,1.99565,105.27
54,48,1,54,1,54,0,0,1.51656,25.2457
54,48,16,54,16,54,0,0,1.93224,113.833
54,48,32,54,32,54,0,0,2.20595,111.408
54,48,64,54,64,54,0,0,2.16657,107.151
54,48,128,54,128,54,0,0,1.5658,107.682
55,48,1,55,1,55,0,0,1.48714,23.3428
55,48,16,55,16,55,0,0,1.60265,100.809
55,48,32,55,32,55,0,0,2.00029,106.416
55,48,64,55,64,55,0,0,2.12624,106.097
55,48,128,55,128,55,0,0,2.0154,107.236
56,48,1,56,1,56,0,0,1.50169,32.4273
56,48,16,56,16,56,0,0,1.54269,120.011
56,48,32,56,32,56,0,0,2.00257,116.815
56,48,64,56,64,56,0,0,1.49714,110.31
56,48,128,56,128,56,0,0,1.99669,110.578
57,48,1,57,1,57,0,0,1.52178,27.8312
57,48,16,57,16,57,0,0,1.65984,105.494
57,48,32,57,32,57,0,0,2.00279,109.008
57,48,64,57,64,57,0,0,2.00508,109.735
57,48,128,57,128,57,0,0,1.88059,111.385
58,48,1,58,1,58,0,0,1.50224,26.9561
58,48,16,58,16,58,0,0,1.53892,115.296
58,48,32,58,32,58,0,0,1.99439,115.896
58,48,64,58,64,58,0,0,1.97507,113.059
58,48,128,58,128,58,0,0,2.07694,113.281
59,48,1,59,1,59,0,0,1.52309,24.7917
59,48,16,59,16,59,0,0,1.95603,103.927
59,48,32,59,32,59,0,0,1.99805,112.512
59,48,64,59,64,59,0,0,2.21383,112.603
59,48,128,59,128,59,0,0,2.02052,113.235
60,48,1,60,1,60,0,0,1.48557,34.4649
60,48,16,60,16,60,0,0,1.60295,122.641
60,48,32,60,32,60,0,0,2.01254,121.434
60,48,64,60,64,60,0,0,1.9952,116.079
60,48,128,60,128,60,0,0,2.16272,115.97
61,48,1,61,1,61,0,0,1.55823,28.1928
61,48,16,61,16,61,0,0,2.06892,106.558
61,48,32,61,32,61,0,0,2.00321,110.054
61,48,64,61,64,61,0,0,2.19091,112.79
61,48,128,61,128,61,0,0,2.12465,115.355
62,48,1,62,1,62,0,0,1.618,28.4832
62,48,16,62,16,62,0,0,1.95103,118.33
62,48,32,62,32,62,0,0,1.98938,116.345
62,48,64,62,64,62,0,0,1.99373,116.976
62,48,128,62,128,62,0,0,2.09628,117.393
63,48,1,63,1,63,0,0,1.52474,26.0787
63,48,16,63,16,63,0,0,1.61523,103.445
63,48,32,63,32,63,0,0,1.99944,111.954
63,48,64,63,64,63,0,0,2.0159,114.346
63,48,128,63,128,63,0,0,2.00006,116.554
64,48,1,64,1,64,0,0,1.50875,39.8848
64,48,16,64,16,64,0,0,1.51126,122.917
64,48,32,64,32,64,0,0,1.99531,121.896
64,48,64,64,64,64,0,0,2.00778,119.905
64,48,128,64,128,64,0,0,2.00994,120.932
1,49,1,1,1,1,0,0,1.43268,1.72736
1,49,16,1,16,1,0,0,1.64741,15.7582
1,49,32,1,32,1,0,0,1.52504,14.5119
1,49,64,1,64,1,0,0,1.81002,9.03912
1,49,128,1,128,1,0,0,1.51274,8.94474
2,49,1,2,1,2,0,0,1.49694,2.51313
2,49,16,2,16,2,0,0,2.13057,30.6967
2,49,32,2,32,2,0,0,1.55325,28.9253
2,49,64,2,64,2,0,0,1.61198,17.8727
2,49,128,2,128,2,0,0,1.54565,17.7878
3,49,1,3,1,3,0,0,1.94153,2.90646
3,49,16,3,16,3,0,0,2.15522,31.747
3,49,32,3,32,3,0,0,1.94337,38.1036
3,49,64,3,64,3,0,0,1.67875,25.3754
3,49,128,3,128,3,0,0,1.95532,25.104
4,49,1,4,1,4,0,0,1.91074,6.56499
4,49,16,4,16,4,0,0,1.46583,68.4609
4,49,32,4,32,4,0,0,1.5347,56.8598
4,49,64,4,64,4,0,0,1.80377,34.9551
4,49,128,4,128,4,0,0,1.54784,35.2031
5,49,1,5,1,5,0,0,1.96726,5.98025
5,49,16,5,16,5,0,0,1.75502,47.6501
5,49,32,5,32,5,0,0,1.5484,59.2719
5,49,64,5,64,5,0,0,1.85289,42.7612
5,49,128,5,128,5,0,0,1.97078,42.0825
6,49,1,6,1,6,0,0,1.52854,5.59535
6,49,16,6,16,6,0,0,1.92707,53.2682
6,49,32,6,32,6,0,0,1.93049,67.8035
6,49,64,6,64,6,0,0,2.06248,50.3339
6,49,128,6,128,6,0,0,1.8704,50.0368
7,49,1,7,1,7,0,0,1.45505,5.38815
7,49,16,7,16,7,0,0,1.53539,52.7771
7,49,32,7,32,7,0,0,1.98666,68.8883
7,49,64,7,64,7,0,0,2.09192,55.6623
7,49,128,7,128,7,0,0,2.00811,54.8022
8,49,1,8,1,8,0,0,1.91189,12.2958
8,49,16,8,16,8,0,0,1.54392,97.4777
8,49,32,8,32,8,0,0,1.52216,100.163
8,49,64,8,64,8,0,0,1.85809,67.1575
8,49,128,8,128,8,0,0,1.97323,66.514
9,49,1,9,1,9,0,0,1.67149,10.1378
9,49,16,9,16,9,0,0,1.58451,71.25
9,49,32,9,32,9,0,0,1.54613,81.1314
9,49,64,9,64,9,0,0,2.08989,65.1551
9,49,128,9,128,9,0,0,2.02273,62.7402
10,49,1,10,1,10,0,0,2.01528,8.34107
10,49,16,10,16,10,0,0,1.94338,73.0834
10,49,32,10,32,10,0,0,1.59784,86.4414
10,49,64,10,64,10,0,0,2.06766,72.8041
10,49,128,10,128,10,0,0,2.07049,71.6301
11,49,1,11,1,11,0,0,1.50268,8.00653
11,49,16,11,16,11,0,0,1.5965,68.2479
11,49,32,11,32,11,0,0,1.60203,86.1304
11,49,64,11,64,11,0,0,2.09437,79.4541
11,49,128,11,128,11,0,0,2.021,78.7804
12,49,1,12,1,12,0,0,1.55846,17.2478
12,49,16,12,16,12,0,0,1.58254,103.795
12,49,32,12,32,12,0,0,1.59334,113.359
12,49,64,12,64,12,0,0,1.73479,88.6132
12,49,128,12,128,12,0,0,1.98632,87.4428
13,49,1,13,1,13,0,0,1.47856,13.3382
13,49,16,13,16,13,0,0,2.10465,77.4817
13,49,32,13,32,13,0,0,2.01772,80.8199
13,49,64,13,64,13,0,0,1.7068,87.8471
13,49,128,13,128,13,0,0,2.04354,91.1987
14,49,1,14,1,14,0,0,1.50872,11.7948
14,49,16,14,16,14,0,0,1.5692,97.317
14,49,32,14,32,14,0,0,1.6167,98.0205
14,49,64,14,64,14,0,0,1.97665,99.1796
14,49,128,14,128,14,0,0,2.01967,97.9748
15,49,1,15,1,15,0,0,1.61007,10.4343
15,49,16,15,16,15,0,0,1.59354,88.5667
15,49,32,15,32,15,0,0,1.20813,92.5286
15,49,64,15,64,15,0,0,1.95626,95.3822
15,49,128,15,128,15,0,0,2.12569,95.2666
16,49,1,16,1,16,0,0,1.39197,36.0467
16,49,16,16,16,16,0,0,1.58704,118.545
16,49,32,16,32,16,0,0,1.61608,114.631
16,49,64,16,64,16,0,0,2.01934,113.047
16,49,128,16,128,16,0,0,2.05433,112.458
17,49,1,17,1,17,0,0,1.86086,15.9162
17,49,16,17,16,17,0,0,1.83585,67.0193
17,49,32,17,32,17,0,0,1.72654,71.254
17,49,64,17,64,17,0,0,2.00339,66.7022
17,49,128,17,128,17,0,0,1.76691,66.7404
18,49,1,18,1,18,0,0,1.52312,14.2542
18,49,16,18,16,18,0,0,1.56153,87.6341
18,49,32,18,32,18,0,0,1.97542,80.6866
18,49,64,18,64,18,0,0,1.50665,72.2233
18,49,128,18,128,18,0,0,2.05024,71.1454
19,49,1,19,1,19,0,0,1.53983,12.6158
19,49,16,19,16,19,0,0,2.35155,69.1166
19,49,32,19,32,19,0,0,1.74201,76.0094
19,49,64,19,64,19,0,0,1.99995,73.7125
19,49,128,19,128,19,0,0,2.00002,74.673
20,49,1,20,1,20,0,0,1.73493,19.3779
20,49,16,20,16,20,0,0,1.56044,100.485
20,49,32,20,32,20,0,0,1.5646,93.4101
20,49,64,20,64,20,0,0,1.622,77.9876
20,49,128,20,128,20,0,0,1.99282,79.302
21,49,1,21,1,21,0,0,1.49377,16.5293
21,49,16,21,16,21,0,0,1.78118,77.8385
21,49,32,21,32,21,0,0,1.96542,84.1999
21,49,64,21,64,21,0,0,1.98317,80.9097
21,49,128,21,128,21,0,0,1.98328,82.4778
22,49,1,22,1,22,0,0,1.46908,14.9906
22,49,16,22,16,22,0,0,1.55481,100.46
22,49,32,22,32,22,0,0,1.97176,95.9685
22,49,64,22,64,22,0,0,2.18774,88.0086
22,49,128,22,128,22,0,0,1.98549,88.6009
23,49,1,23,1,23,0,0,1.49916,13.6125
23,49,16,23,16,23,0,0,2.13328,86.3183
23,49,32,23,32,23,0,0,1.56696,88.3844
23,49,64,23,64,23,0,0,2.20003,87.1827
23,49,128,23,128,23,0,0,2.13653,87.8265
24,49,1,24,1,24,0,0,1.49838,22.8319
24,49,16,24,16,24,0,0,1.56241,111.148
24,49,32,24,32,24,0,0,1.96375,105.729
24,49,64,24,64,24,0,0,1.99032,94.0439
24,49,128,24,128,24,0,0,1.97385,94.1002
25,49,1,25,1,25,0,0,1.54991,19.4552
25,49,16,25,16,25,0,0,1.76178,86.8302
25,49,32,25,32,25,0,0,1.95822,93.751
25,49,64,25,64,25,0,0,2.20187,95.7473
25,49,128,25,128,25,0,0,2.00727,95.7743
26,49,1,26,1,26,0,0,1.47962,17.581
26,49,16,26,16,26,0,0,1.57124,107.372
26,49,32,26,32,26,0,0,1.98098,106.218
26,49,64,26,64,26,0,0,1.98198,101.264
26,49,128,26,128,26,0,0,1.99955,99.8614
27,49,1,27,1,27,0,0,1.46644,15.7449
27,49,16,27,16,27,0,0,1.59737,99.3947
27,49,32,27,32,27,0,0,1.96823,98.793
27,49,64,27,64,27,0,0,1.96691,99.1039
27,49,128,27,128,27,0,0,1.9991,100.397
28,49,1,28,1,28,0,0,1.52963,26.093
28,49,16,28,16,28,0,0,1.55496,116.842
28,49,32,28,32,28,0,0,1.98326,114.865
28,49,64,28,64,28,0,0,1.97838,106.525
28,49,128,28,128,28,0,0,1.9759,105.207
29,49,1,29,1,29,0,0,1.53505,22.2124
29,49,16,29,16,29,0,0,1.77629,90.3617
29,49,32,29,32,29,0,0,1.96205,95.4916
29,49,64,29,64,29,0,0,2.01805,101.55
29,49,128,29,128,29,0,0,2.0141,104.199
30,49,1,30,1,30,0,0,1.50777,19.9071
30,49,16,30,16,30,0,0,1.5632,111.123
30,49,32,30,32,30,0,0,1.97907,109.181
30,49,64,30,64,30,0,0,2.00698,108.172
30,49,128,30,128,30,0,0,2.00883,108.86
31,49,1,31,1,31,0,0,1.48503,17.859
31,49,16,31,16,31,0,0,1.70141,97.2568
31,49,32,31,32,31,0,0,1.99957,100.586
31,49,64,31,64,31,0,0,1.98838,104.537
31,49,128,31,128,31,0,0,2.24074,105.98
32,49,1,32,1,32,0,0,1.45088,38.4258
32,49,16,32,16,32,0,0,1.53571,112.009
32,49,32,32,32,32,0,0,1.97204,118
32,49,64,32,64,32,0,0,2.01232,116.761
32,49,128,32,128,32,0,0,2.00558,116.026
33,49,1,33,1,33,0,0,1.48559,23.7525
33,49,16,33,16,33,0,0,2.1598,83.3315
33,49,32,33,32,33,0,0,2.0005,88.0529
33,49,64,33,64,33,0,0,1.99256,85.8149
33,49,128,33,128,33,0,0,2.16686,84.7493
34,49,1,34,1,34,0,0,1.48614,21.5271
34,49,16,34,16,34,0,0,1.57398,98.5335
34,49,32,34,32,34,0,0,2.00624,96.6293
34,49,64,34,64,34,0,0,1.99677,89.93
34,49,128,34,128,34,0,0,2.12723,88.2085
35,49,1,35,1,35,0,0,1.50692,19.1677
35,49,16,35,16,35,0,0,1.70315,84.0663
35,49,32,35,32,35,0,0,1.98852,92.963
35,49,64,35,64,35,0,0,1.98676,89.8888
35,49,128,35,128,35,0,0,2.19975,88.9501
36,49,1,36,1,36,0,0,1.49934,25.6742
36,49,16,36,16,36,0,0,1.56152,107.764
36,49,32,36,32,36,0,0,2.00366,102.838
36,49,64,36,64,36,0,0,1.99333,93.7462
36,49,128,36,128,36,0,0,1.66644,92.5136
37,49,1,37,1,37,0,0,1.49726,22.793
37,49,16,37,16,37,0,0,2.1382,88.598
37,49,32,37,32,37,0,0,1.43612,95.7575
37,49,64,37,64,37,0,0,1.9991,94.7625
37,49,128,37,128,37,0,0,1.99281,94.98
38,49,1,38,1,38,0,0,1.47423,20.9024
38,49,16,38,16,38,0,0,1.99371,101.739
38,49,32,38,32,38,0,0,1.69255,103.35
38,49,64,38,64,38,0,0,1.99198,99.19
38,49,128,38,128,38,0,0,1.6096,97.5627
39,49,1,39,1,39,0,0,1.48144,19.0471
39,49,16,39,16,39,0,0,1.65768,91.7435
39,49,32,39,32,39,0,0,1.99402,97.8078
39,49,64,39,64,39,0,0,2.20178,97.1327
39,49,128,39,128,39,0,0,1.99887,96.2924
40,49,1,40,1,40,0,0,1.50836,28.3562
40,49,16,40,16,40,0,0,2.19034,109.064
40,49,32,40,32,40,0,0,2.00683,109.902
40,49,64,40,64,40,0,0,1.99631,102.938
40,49,128,40,128,40,0,0,2.11013,101.907
41,49,1,41,1,41,0,0,1.51153,25.0186
41,49,16,41,16,41,0,0,1.68959,93.1784
41,49,32,41,32,41,0,0,2.00108,100.466
41,49,64,41,64,41,0,0,2.00213,102.411
41,49,128,41,128,41,0,0,2.13422,103.093
42,49,1,42,1,42,0,0,1.51702,22.848
42,49,16,42,16,42,0,0,1.93851,106.58
42,49,32,42,32,42,0,0,2.007,110.148
42,49,64,42,64,42,0,0,2.00042,106.952
42,49,128,42,128,42,0,0,2.19743,105.193
43,49,1,43,1,43,0,0,1.82688,20.8937
43,49,16,43,16,43,0,0,1.79652,102.936
43,49,32,43,32,43,0,0,2.19261,103.94
43,49,64,43,64,43,0,0,2.00254,104.946
43,49,128,43,128,43,0,0,2.15562,105.822
44,49,1,44,1,44,0,0,1.5286,30.7789
44,49,16,44,16,44,0,0,1.98749,113.349
44,49,32,44,32,44,0,0,2.00888,115.683
44,49,64,44,64,44,0,0,2.00528,110.463
44,49,128,44,128,44,0,0,1.97626,108.988
45,49,1,45,1,45,0,0,1.49407,27.2546
45,49,16,45,16,45,0,0,2.11979,96.245
45,49,32,45,32,45,0,0,2.00272,103.123
45,49,64,45,64,45,0,0,2.07783,106.187
45,49,128,45,128,45,0,0,2.07952,108.308
46,49,1,46,1,46,0,0,1.53254,24.7707
46,49,16,46,16,46,0,0,0.495614,109.836
46,49,32,46,32,46,0,0,2.00626,111.694
46,49,64,46,64,46,0,0,2.21634,110.985
46,49,128,46,128,46,0,0,2.22213,111.287
47,49,1,47,1,47,0,0,1.53493,22.5115
47,49,16,47,16,47,0,0,1.60345,100.275
47,49,32,47,32,47,0,0,1.99894,105.336
47,49,64,47,64,47,0,0,2.03188,107.303
47,49,128,47,128,47,0,0,2.22616,108.742
48,49,1,48,1,48,0,0,1.85182,38.1125
48,49,16,48,16,48,0,0,1.5454,110.273
48,49,32,48,32,48,0,0,2.24349,116.263
48,49,64,48,64,48,0,0,1.44306,98.0787
48,49,128,48,128,48,0,0,2.2604,100.756
49,49,1,49,1,49,0,0,1.96476,26.0701
49,49,16,49,16,49,0,0,2.12162,89.1416
49,49,32,49,32,49,0,0,2.03986,92.2435
49,49,64,49,64,49,0,0,2.03804,90.9342
49,49,128,49,128,49,0,0,2.00992,91.2866
50,49,1,50,1,50,0,0,1.5334,25.1417
50,49,16,50,16,50,0,0,1.93836,96.1183
50,49,32,50,32,50,0,0,1.99247,99.4081
50,49,64,50,64,50,0,0,2.11973,93.6856
50,49,128,50,128,50,0,0,1.82013,92.7154
51,49,1,51,1,51,0,0,1.54253,22.5401
51,49,16,51,16,51,0,0,1.90783,87.4699
51,49,32,51,32,51,0,0,2.07723,96.7513
51,49,64,51,64,51,0,0,2.13084,93.5765
51,49,128,51,128,51,0,0,2.11343,94.1038
52,49,1,52,1,52,0,0,1.5299,29.0657
52,49,16,52,16,52,0,0,1.74405,104.87
52,49,32,52,32,52,0,0,2.12918,105.032
52,49,64,52,64,52,0,0,2.03039,97.4731
52,49,128,52,128,52,0,0,2.11536,96.8657
53,49,1,53,1,53,0,0,1.78109,25.9217
53,49,16,53,16,53,0,0,2.30856,92.3979
53,49,32,53,32,53,0,0,2.04104,99.7098
53,49,64,53,64,53,0,0,2.02835,97.3592
53,49,128,53,128,53,0,0,2.08618,98.3714
54,49,1,54,1,54,0,0,1.53856,24.2823
54,49,16,54,16,54,0,0,1.95829,100.752
54,49,32,54,32,54,0,0,2.2618,105.082
54,49,64,54,64,54,0,0,1.97625,101.306
54,49,128,54,128,54,0,0,2.21007,101.042
55,49,1,55,1,55,0,0,1.54557,22.3192
55,49,16,55,16,55,0,0,2.27364,95.3145
55,49,32,55,32,55,0,0,1.75044,99.9949
55,49,64,55,64,55,0,0,1.96656,99.5249
55,49,128,55,128,55,0,0,2.03644,99.765
56,49,1,56,1,56,0,0,1.91333,31.2962
56,49,16,56,16,56,0,0,2.032,108.031
56,49,32,56,32,56,0,0,2.03685,110.065
56,49,64,56,64,56,0,0,2.02709,104.219
56,49,128,56,128,56,0,0,1.70067,104.075
57,49,1,57,1,57,0,0,1.57321,27.4822
57,49,16,57,16,57,0,0,1.98584,93.5203
57,49,32,57,32,57,0,0,2.03907,102.633
57,49,64,57,64,57,0,0,1.97739,104.181
57,49,128,57,128,57,0,0,1.99539,105.52
58,49,1,58,1,58,0,0,1.50445,26.2826
58,49,16,58,16,58,0,0,1.54632,103.782
58,49,32,58,32,58,0,0,2.01105,110.467
58,49,64,58,64,58,0,0,1.99378,107.593
58,49,128,58,128,58,0,0,2.01213,108.272
59,49,1,59,1,59,0,0,0.234647,24.2366
59,49,16,59,16,59,0,0,1.99125,99.9985
59,49,32,59,32,59,0,0,2.01712,107.384
59,49,64,59,64,59,0,0,2.20609,106.786
59,49,128,59,128,59,0,0,2.0015,107.178
60,49,1,60,1,60,0,0,0.172633,33.7787
60,49,16,60,16,60,0,0,1.98729,109.776
60,49,32,60,32,60,0,0,2.00152,116.297
60,49,64,60,64,60,0,0,2.00089,111.588
60,49,128,60,128,60,0,0,1.92291,111.037
61,49,1,61,1,61,0,0,1.90234,28.4641
61,49,16,61,16,61,0,0,2.0582,97.8349
61,49,32,61,32,61,0,0,2.00865,106.06
61,49,64,61,64,61,0,0,2.00827,108.731
61,49,128,61,128,61,0,0,2.01097,108.714
62,49,1,62,1,62,0,0,1.52718,28.0775
62,49,16,62,16,62,0,0,1.96448,106.036
62,49,32,62,32,62,0,0,2.00402,112.215
62,49,64,62,64,62,0,0,2.01216,112.303
62,49,128,62,128,62,0,0,2.21773,112.519
63,49,1,63,1,63,0,0,1.51394,25.7537
63,49,16,63,16,63,0,0,2.06982,99.6051
63,49,32,63,32,63,0,0,1.99905,107.326
63,49,64,63,64,63,0,0,2.01527,109.564
63,49,128,63,128,63,0,0,2.00387,111.155
64,49,1,64,1,64,0,0,1.51129,39.0598
64,49,16,64,16,64,0,0,1.90104,118.959
64,49,32,64,32,64,0,0,2.00501,117.766
64,49,64,64,64,64,0,0,2.20671,115.8
64,49,128,64,128,64,0,0,2.0229,116.154
1,50,1,1,1,1,0,0,1.40033,1.71457
1,50,16,1,16,1,0,0,1.69646,13.7084
1,50,32,1,32,1,0,0,1.54905,14.5785
1,50,64,1,64,1,0,0,1.64421,9.02595
1,50,128,1,128,1,0,0,2.11478,9.02302
2,50,1,2,1,2,0,0,1.41584,2.51128
2,50,16,2,16,2,0,0,2.07598,26.4398
2,50,32,2,32,2,0,0,1.55217,29.0986
2,50,64,2,64,2,0,0,1.81852,17.876
2,50,128,2,128,2,0,0,2.12974,17.9742
3,50,1,3,1,3,0,0,2.00693,2.87189
3,50,16,3,16,3,0,0,2.11983,32.9357
3,50,32,3,32,3,0,0,1.5659,38.716
3,50,64,3,64,3,0,0,0.571931,26.1157
3,50,128,3,128,3,0,0,2.14584,26.1089
4,50,1,4,1,4,0,0,1.87349,6.83216
4,50,16,4,16,4,0,0,1.51227,58.013
4,50,32,4,32,4,0,0,1.54014,56.9828
4,50,64,4,64,4,0,0,1.92066,35.1543
4,50,128,4,128,4,0,0,1.83309,35.2819
5,50,1,5,1,5,0,0,1.43711,5.96774
5,50,16,5,16,5,0,0,1.71642,48.6268
5,50,32,5,32,5,0,0,1.57534,59.4469
5,50,64,5,64,5,0,0,2.04386,42.9419
5,50,128,5,128,5,0,0,1.97794,42.6675
6,50,1,6,1,6,0,0,1.4243,5.77858
6,50,16,6,16,6,0,0,1.54345,55.2876
6,50,32,6,32,6,0,0,0.323146,69.9009
6,50,64,6,64,6,0,0,2.05059,51.3613
6,50,128,6,128,6,0,0,1.97744,51.0726
7,50,1,7,1,7,0,0,1.62181,5.45314
7,50,16,7,16,7,0,0,1.54139,54.4895
7,50,32,7,32,7,0,0,1.55427,72.0595
7,50,64,7,64,7,0,0,2.09665,57.9456
7,50,128,7,128,7,0,0,1.98356,57.3605
8,50,1,8,1,8,0,0,1.43025,12.785
8,50,16,8,16,8,0,0,1.68832,88.7244
8,50,32,8,32,8,0,0,1.52695,98.1296
8,50,64,8,64,8,0,0,1.9796,67.8396
8,50,128,8,128,8,0,0,1.98201,67.3857
9,50,1,9,1,9,0,0,1.51155,10.213
9,50,16,9,16,9,0,0,1.56699,72.3019
9,50,32,9,32,9,0,0,0.294318,81.8274
9,50,64,9,64,9,0,0,2.08187,67.4158
9,50,128,9,128,9,0,0,1.96113,67.2949
10,50,1,10,1,10,0,0,1.43306,9.30408
10,50,16,10,16,10,0,0,1.51929,73.2609
10,50,32,10,32,10,0,0,1.6099,87.5251
10,50,64,10,64,10,0,0,2.08942,74.2557
10,50,128,10,128,10,0,0,1.9793,74.6154
11,50,1,11,1,11,0,0,1.62759,8.31812
11,50,16,11,16,11,0,0,1.94369,71.2426
11,50,32,11,32,11,0,0,1.95861,88.9259
11,50,64,11,64,11,0,0,0.396291,82.3068
11,50,128,11,128,11,0,0,2.01615,81.3656
12,50,1,12,1,12,0,0,1.43324,17.4794
12,50,16,12,16,12,0,0,1.55004,106.187
12,50,32,12,32,12,0,0,1.56288,116.778
12,50,64,12,64,12,0,0,0.423484,91.0542
12,50,128,12,128,12,0,0,1.98913,89.9631
13,50,1,13,1,13,0,0,1.62234,13.7328
13,50,16,13,16,13,0,0,1.78614,75.5448
13,50,32,13,32,13,0,0,2.19369,83.5213
13,50,64,13,64,13,0,0,2.00153,90.6907
13,50,128,13,128,13,0,0,2.01146,94.7659
14,50,1,14,1,14,0,0,1.57133,12.2217
14,50,16,14,16,14,0,0,1.55025,92.4752
14,50,32,14,32,14,0,0,1.60525,101.485
14,50,64,14,64,14,0,0,2.0032,102.73
14,50,128,14,128,14,0,0,2.21989,101.97
15,50,1,15,1,15,0,0,1.48367,10.7841
15,50,16,15,16,15,0,0,1.593,82.1702
15,50,32,15,32,15,0,0,1.57988,91.7194
15,50,64,15,64,15,0,0,1.95554,97.7717
15,50,128,15,128,15,0,0,2.16472,90.0047
16,50,1,16,1,16,0,0,1.86959,31.5794
16,50,16,16,16,16,0,0,2.15013,100.263
16,50,32,16,32,16,0,0,1.99442,118.493
16,50,64,16,64,16,0,0,1.99738,118.304
16,50,128,16,128,16,0,0,2.00076,117.265
17,50,1,17,1,17,0,0,1.67676,16.2218
17,50,16,17,16,17,0,0,2.24884,68.3148
17,50,32,17,32,17,0,0,0.622077,72.1228
17,50,64,17,64,17,0,0,2.03699,68.5475
17,50,128,17,128,17,0,0,1.61625,61.6056
18,50,1,18,1,18,0,0,1.93479,13.5321
18,50,16,18,16,18,0,0,2.01048,87.0289
18,50,32,18,32,18,0,0,1.9714,82.015
18,50,64,18,64,18,0,0,1.67408,73.4015
18,50,128,18,128,18,0,0,1.99767,73.1331
19,50,1,19,1,19,0,0,1.56258,12.97
19,50,16,19,16,19,0,0,1.8632,71.861
19,50,32,19,32,19,0,0,1.96816,77.6371
19,50,64,19,64,19,0,0,1.55756,75.0971
19,50,128,19,128,19,0,0,2.02803,74.7555
20,50,1,20,1,20,0,0,1.5055,19.3231
20,50,16,20,16,20,0,0,1.94427,101.284
20,50,32,20,32,20,0,0,1.74382,92.7143
20,50,64,20,64,20,0,0,1.5557,79.4613
20,50,128,20,128,20,0,0,2.1894,80.0624
21,50,1,21,1,21,0,0,1.69128,16.1046
21,50,16,21,16,21,0,0,1.8074,78.2745
21,50,32,21,32,21,0,0,2.00105,82.2493
21,50,64,21,64,21,0,0,2.02244,78.5651
21,50,128,21,128,21,0,0,2.01639,80.5871
22,50,1,22,1,22,0,0,1.50824,14.8918
22,50,16,22,16,22,0,0,1.54503,102.211
22,50,32,22,32,22,0,0,1.96519,95.5294
22,50,64,22,64,22,0,0,2.01339,86.7371
22,50,128,22,128,22,0,0,2.01536,85.5461
23,50,1,23,1,23,0,0,1.99953,12.5439
23,50,16,23,16,23,0,0,2.25636,86.0202
23,50,32,23,32,23,0,0,2.06336,83.5166
23,50,64,23,64,23,0,0,2.03593,84.2327
23,50,128,23,128,23,0,0,2.04878,87.3077
24,50,1,24,1,24,0,0,1.51208,22.4184
24,50,16,24,16,24,0,0,1.5612,112.415
24,50,32,24,32,24,0,0,1.83842,106.095
24,50,64,24,64,24,0,0,2.01833,94.1514
24,50,128,24,128,24,0,0,1.54163,94.1414
25,50,1,25,1,25,0,0,1.57497,18.5761
25,50,16,25,16,25,0,0,2.27868,82.6073
25,50,32,25,32,25,0,0,2.06659,91.0848
25,50,64,25,64,25,0,0,1.96544,95.7723
25,50,128,25,128,25,0,0,2.05242,97.4461
26,50,1,26,1,26,0,0,1.54626,17.1755
26,50,16,26,16,26,0,0,1.57871,109.022
26,50,32,26,32,26,0,0,1.97339,106.507
26,50,64,26,64,26,0,0,1.97648,102.827
26,50,128,26,128,26,0,0,2.03297,101.26
27,50,1,27,1,27,0,0,1.61581,15.4221
27,50,16,27,16,27,0,0,1.5927,100.926
